#rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
chr1	1	123556469	1021612	65957564	53.3825	1.16626	35.7	57.9
chr2	1	84979418	766960	47645622	56.0672	1.27237	35.7	58.1
chr3	1	92479059	688953	46011907	49.7539	1.04998	35.7	58.1
chr4	1	89535178	676489	44736808	49.9656	1.06479	35.7	57.4
chr5	1	89562946	860096	52329902	58.4281	1.35598	35.7	58.5
chr6	1	78113029	688427	42948974	54.9831	1.24311	35.7	57.8
chr7	1	81081596	643288	41785777	51.5355	1.1105	35.5	57.3
chr8	1	76405709	588227	38812221	50.7975	1.08576	35.7	57.4
chr9	1	61171909	684636	39039172	63.8188	1.58028	35.7	58.3
chr10	1	70643054	633750	39671981	56.1584	1.26612	35.7	58.5
chr11	1	74805798	562525	37733260	50.4416	1.06048	35.7	57.4
chr12	1	72970719	507349	34838700	47.7434	0.979419	35.6	58.3
chr13	1	64299765	467419	31086801	48.3467	1.024	35.7	57.7
chr14	1	61112200	412832	28844175	47.1987	0.952167	35.7	58
chr15	1	64676183	496184	32866738	50.8174	1.08127	35.6	58.2
chr16	1	60362399	471880	30908890	51.2055	1.10264	35.7	57.5
chr17	1	65088165	541354	34600249	53.159	1.17374	35.7	57.1
chr18	1	56472973	526471	31710290	56.1513	1.3157	35.7	57.9
chr19	1	55516201	360729	25389903	45.7342	0.915576	35.6	57.6
chr20	1	58627490	559254	33838357	57.7176	1.34731	35.7	58.7
chr21	1	51742555	381458	25869012	49.9956	1.03974	35.7	57.5
chr22	1	61573679	393851	27865609	45.2557	0.90272	35.7	58.4
chr23	1	53134997	378989	26077072	49.077	1.00574	35.7	58.3
chr24	1	48566227	463252	28269668	58.2085	1.34728	35.7	58.4
chr25	1	51730745	412733	26902788	52.0054	1.12571	35.7	58.3
chr26	1	39257614	401697	23907945	60.9001	1.44623	35.7	57.2
chr27	1	46662488	352219	23360100	50.0618	1.06209	35.6	57.3
chr28	1	41733330	382273	23888146	57.24	1.29349	35.7	58.3
chr29	1	42517134	272404	19389080	45.603	0.901606	35.6	57.6
chr30	1	40643782	336168	21802283	53.6424	1.16667	35.6	58.5
chr31	1	39901454	288324	19078653	47.8144	1.01782	35.7	58.1
chr32	1	40225481	250465	17945597	44.6125	0.876632	35.7	56.6
chr33	1	32139216	222684	15298890	47.6019	0.973019	35.6	57.6
chr34	1	42397973	326237	21477694	50.6574	1.08686	35.7	57.9
chr35	1	28051305	239617	14720929	52.4786	1.20588	35.7	54.1
chr36	1	31223415	213529	14984192	47.9902	0.963102	35.6	58.4
chr37	1	30785915	230307	15435557	50.1384	1.05472	35.7	58.8
chr38	1	24803098	191823	12467486	50.2658	1.08899	35.6	57.9
chrX	1	124992030	975077	65211595	52.1726	1.10205	35.7	55.8
