#rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
chr1	1	123556469	1564426	81951566	66.3272	1.78606	35.7	57.9
chr2	1	84979418	1175287	58597732	68.9552	1.94998	35.6	58.1
chr3	1	92479059	1056051	57970050	62.6845	1.60945	35.7	58.1
chr4	1	89535178	1036617	56328470	62.9121	1.63221	35.7	57.4
chr5	1	89562946	1317843	63762486	71.1929	2.07769	35.7	58.5
chr6	1	78113029	1052483	52932351	67.7638	1.90104	35.7	57.8
chr7	1	81081596	986396	52478425	64.723	1.70344	35.5	57.3
chr8	1	76405709	902135	48650290	63.6736	1.66525	35.7	57.4
chr9	1	61171909	1049632	46640863	76.2456	2.4232	35.7	58.3
chr10	1	70643054	972801	48778300	69.049	1.9432	35.7	58.5
chr11	1	74805798	861220	47505730	63.5054	1.62356	35.7	57.4
chr12	1	72970719	777318	44285815	60.6898	1.50078	35.6	58.3
chr13	1	64299765	716294	39246212	61.0363	1.56949	35.7	57.7
chr14	1	61112200	633404	36864767	60.3231	1.46133	35.7	58
chr15	1	64676183	759876	41250803	63.7805	1.65614	35.6	58.2
chr16	1	60362399	724439	38689283	64.095	1.69272	35.7	57.6
chr17	1	65088165	830703	43065512	66.1649	1.80107	35.7	57.1
chr18	1	56472973	807873	38867272	68.8246	2.01918	35.7	57.9
chr19	1	55516201	553099	32528623	58.593	1.40368	35.6	57.6
chr20	1	58627490	856017	41170259	70.2235	2.06168	35.7	58.7
chr21	1	51742555	584765	32640989	63.0835	1.59473	35.7	57.5
chr22	1	61573679	603876	35761274	58.0788	1.38403	35.7	58.4
chr23	1	53134997	581356	33090855	62.2769	1.54274	35.7	58.3
chr24	1	48566227	709694	34458842	70.9523	2.06402	35.7	58.4
chr25	1	51730745	633784	33697125	65.1395	1.72845	35.7	58.3
chr26	1	39257614	617496	28989642	73.8446	2.22264	35.7	57.2
chr27	1	46662488	539345	29478022	63.1728	1.62644	35.6	57.4
chr28	1	41733330	586586	29303343	70.2157	1.9844	35.7	58.3
chr29	1	42517134	417535	24915104	58.6001	1.3812	35.6	57.6
chr30	1	40643782	514282	27133728	66.7599	1.78457	35.6	58.5
chr31	1	39901454	442392	24071285	60.3268	1.56177	35.7	58.1
chr32	1	40225481	383793	23212921	57.707	1.3435	35.6	56.7
chr33	1	32139216	341672	19470349	60.5813	1.49419	35.6	57.6
chr34	1	42397973	499600	26989028	63.6564	1.66514	35.7	57.9
chr35	1	28051305	367825	18394978	65.5762	1.85102	35.7	54.1
chr36	1	31223415	327274	19153936	61.3448	1.4765	35.6	58.5
chr37	1	30785915	353442	19426959	63.1034	1.61936	35.7	58.8
chr38	1	24803098	294061	15580617	62.8172	1.66904	35.6	57.9
chrX	1	124992030	1495782	81987453	65.5941	1.69029	35.7	55.8
