#rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
chr1	1	123556469	2152720	92986464	75.2583	2.45789	35.7	57.9
chr2	1	84979418	1616829	65921166	77.5731	2.68344	35.6	58.1
chr3	1	92479059	1454465	66532096	71.9429	2.21686	35.7	58.1
chr4	1	89535178	1426462	64551655	72.0964	2.24624	35.7	57.4
chr5	1	89562946	1813936	71276218	79.5823	2.85962	35.7	58.5
chr6	1	78113029	1450190	59696977	76.4238	2.61962	35.7	57.8
chr7	1	81081596	1358127	59941017	73.9268	2.34503	35.5	57.3
chr8	1	76405709	1242439	55579723	72.7429	2.29329	35.7	57.5
chr9	1	61171909	1443414	51285902	83.839	3.33237	35.7	58.3
chr10	1	70643054	1339436	54908788	77.7271	2.67498	35.7	58.5
chr11	1	74805798	1185048	54414260	72.7407	2.23397	35.7	57.4
chr12	1	72970719	1070484	51147166	70.0927	2.0669	35.6	58.3
chr13	1	64299765	986930	45195219	70.2883	2.16205	35.7	57.7
chr14	1	61112200	873587	42742968	69.9418	2.01553	35.7	58
chr15	1	64676183	1044801	47141129	72.8879	2.27726	35.6	58.2
chr16	1	60362399	996058	44100799	73.0601	2.32756	35.7	57.6
chr17	1	65088165	1143313	48927873	75.1717	2.47883	35.7	57.1
chr18	1	56472973	1113472	43633625	77.2646	2.78258	35.7	57.9
chr19	1	55516201	761135	37761650	68.0192	1.93182	35.6	57.6
chr20	1	58627490	1178081	46039536	78.5289	2.83751	35.7	58.7
chr21	1	51742555	805395	37460075	72.397	2.19637	35.7	57.5
chr22	1	61573679	833076	41673252	67.6803	1.90895	35.7	58.4
chr23	1	53134997	798874	38095666	71.696	2.11966	35.7	58.3
chr24	1	48566227	977857	38563853	79.4047	2.84394	35.7	58.5
chr25	1	51730745	872880	38436522	74.3011	2.38025	35.7	58.3
chr26	1	39257614	849861	32161739	81.9248	3.05921	35.7	57.2
chr27	1	46662488	743225	33804558	72.4448	2.24093	35.6	57.4
chr28	1	41733330	809326	32932681	78.9122	2.73915	35.7	58.3
chr29	1	42517134	573381	29004651	68.2187	1.89689	35.6	57.6
chr30	1	40643782	707854	30794384	75.7665	2.45594	35.6	58.5
chr31	1	39901454	609873	27731117	69.499	2.15264	35.7	58.1
chr32	1	40225481	528367	27102942	67.3775	1.85008	35.6	56.6
chr33	1	32139216	470310	22461504	69.8882	2.05711	35.6	57.6
chr34	1	42397973	688218	30893036	72.8644	2.29299	35.7	57.9
chr35	1	28051305	505288	20914164	74.5568	2.54288	35.7	54.1
chr36	1	31223415	450724	22143634	70.92	2.03331	35.6	58.4
chr37	1	30785915	486631	22262788	72.3148	2.22965	35.7	58.8
chr38	1	24803098	405037	17803850	71.7808	2.2986	35.6	57.9
chrX	1	124992030	2061099	93732711	74.991	2.32904	35.7	55.8
