#rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
chr1	1	123556469	976492	64276807	52.0222	1.11486	35.7	57.9
chr2	1	84979418	732772	46461352	54.6737	1.21573	35.7	58.1
chr3	1	92479059	658015	44724113	48.3613	1.00275	35.7	58.1
chr4	1	89535178	646672	43530572	48.6184	1.01787	35.7	57.4
chr5	1	89562946	822383	51064880	57.0156	1.29646	35.7	58.5
chr6	1	78113029	657876	41871496	53.6037	1.18793	35.7	57.8
chr7	1	81081596	614965	40677685	50.1688	1.06159	35.5	57.3
chr8	1	76405709	562225	37805957	49.4805	1.03781	35.7	57.4
chr9	1	61171909	654481	38183743	62.4204	1.51065	35.7	58.2
chr10	1	70643054	606088	38704944	54.7895	1.21072	35.7	58.5
chr11	1	74805798	537530	36719547	49.0865	1.0134	35.7	57.4
chr12	1	72970719	484985	33874567	46.4221	0.936224	35.6	58.3
chr13	1	64299765	446583	30222909	47.0031	0.978473	35.7	57.7
chr14	1	61112200	394660	28029957	45.8664	0.910377	35.7	58
chr15	1	64676183	474095	31972604	49.4349	1.03313	35.6	58.2
chr16	1	60362399	450913	30068284	49.8129	1.05353	35.7	57.5
chr17	1	65088165	517128	33712615	51.7953	1.12123	35.7	57.1
chr18	1	56472973	502968	30920355	54.7525	1.2569	35.7	57.9
chr19	1	55516201	344724	24650525	44.4024	0.874966	35.6	57.6
chr20	1	58627490	534576	33030397	56.3394	1.28797	35.7	58.7
chr21	1	51742555	364578	25161734	48.6287	0.993815	35.7	57.5
chr22	1	61573679	376551	27054258	43.938	0.863064	35.7	58.4
chr23	1	53134997	361830	25333007	47.6767	0.960108	35.7	58.3
chr24	1	48566227	442882	27592703	56.8146	1.28808	35.7	58.5
chr25	1	51730745	394628	26209550	50.6653	1.07637	35.7	58.3
chr26	1	39257614	383704	23359791	59.5038	1.38167	35.7	57.2
chr27	1	46662488	336652	22721825	48.694	1.01506	35.6	57.3
chr28	1	41733330	365194	23291682	55.8107	1.23559	35.7	58.4
chr29	1	42517134	260212	18822472	44.2703	0.861158	35.6	57.6
chr30	1	40643782	321163	21220727	52.2115	1.11456	35.6	58.5
chr31	1	39901454	275490	18563007	46.5221	0.972666	35.7	58.1
chr32	1	40225481	239140	17403313	43.2644	0.836883	35.7	56.6
chr33	1	32139216	212607	14870225	46.2682	0.928898	35.6	57.6
chr34	1	42397973	311539	20895156	49.2834	1.03784	35.7	57.9
chr35	1	28051305	228982	14334625	51.1015	1.15255	35.7	54.1
chr36	1	31223415	204171	14554146	46.6129	0.920851	35.6	58.4
chr37	1	30785915	220112	15020623	48.7906	1.00806	35.7	58.8
chr38	1	24803098	183509	12154095	49.0023	1.04201	35.6	57.9
chrX	1	124992030	931963	63462333	50.7731	1.05334	35.7	55.8
