#rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
chr1	1	123556469	1202813	72113624	58.3649	1.37314	35.7	57.9
chr2	1	84979418	903537	51915399	61.0917	1.49883	35.6	58.1
chr3	1	92479059	811583	50626918	54.7442	1.23689	35.7	58.1
chr4	1	89535178	796599	49155403	54.9007	1.25415	35.7	57.4
chr5	1	89562946	1012597	56808918	63.429	1.59648	35.7	58.5
chr6	1	78113029	809741	46807650	59.923	1.4625	35.7	57.8
chr7	1	81081596	758077	45907813	56.6193	1.30882	35.5	57.3
chr8	1	76405709	692768	42583491	55.7334	1.27889	35.7	57.4
chr9	1	61171909	805867	42086948	68.8011	1.86027	35.7	58.3
chr10	1	70643054	747081	43212072	61.1696	1.49247	35.7	58.5
chr11	1	74805798	662284	41477865	55.4474	1.24846	35.7	57.4
chr12	1	72970719	596706	38395959	52.6183	1.1521	35.6	58.3
chr13	1	64299765	550745	34203512	53.1938	1.20665	35.7	57.7
chr14	1	61112200	486025	31890615	52.1837	1.12109	35.7	58
chr15	1	64676183	583844	36079067	55.7842	1.27244	35.6	58.2
chr16	1	60362399	555797	33891585	56.1468	1.29861	35.7	57.6
chr17	1	65088165	638216	37893754	58.2191	1.38378	35.7	57.1
chr18	1	56472973	620240	34503886	61.0981	1.55005	35.7	57.9
chr19	1	55516201	424878	28081767	50.583	1.07816	35.6	57.6
chr20	1	58627490	658540	36737076	62.6619	1.58629	35.7	58.7
chr21	1	51742555	448795	28435904	54.9565	1.22366	35.7	57.5
chr22	1	61573679	464223	30872559	50.1392	1.06402	35.7	58.4
chr23	1	53134997	446930	28763513	54.1329	1.18597	35.7	58.3
chr24	1	48566227	545421	30701183	63.2151	1.58615	35.7	58.4
chr25	1	51730745	486301	29507374	57.0403	1.32635	35.7	58.3
chr26	1	39257614	473227	25906590	65.9912	1.70346	35.7	57.2
chr27	1	46662488	414649	25682967	55.0399	1.25011	35.6	57.3
chr28	1	41733330	450533	26020924	62.3505	1.5244	35.7	58.3
chr29	1	42517134	320828	21456951	50.4666	1.06145	35.6	57.6
chr30	1	40643782	395496	23861488	58.7088	1.3724	35.6	58.5
chr31	1	39901454	339219	20947879	52.499	1.19751	35.7	58.1
chr32	1	40225481	294936	19955559	49.6092	1.03237	35.6	56.6
chr33	1	32139216	262335	16861339	52.4634	1.14618	35.6	57.6
chr34	1	42397973	383631	23573046	55.5995	1.27839	35.7	57.9
chr35	1	28051305	282212	16119231	57.4634	1.42021	35.7	54.1
chr36	1	31223415	251315	16558089	53.031	1.13371	35.6	58.5
chr37	1	30785915	271709	16980909	55.158	1.24477	35.7	58.8
chr38	1	24803098	226125	13678457	55.1482	1.28376	35.6	57.9
chrX	1	124992030	1148578	71637388	57.3136	1.29802	35.7	55.8
