#rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
chr1	1	123556469	1044137	66772657	54.0422	1.19198	35.7	57.9
chr2	1	84979418	784261	48242375	56.7695	1.30111	35.7	58.1
chr3	1	92479059	704187	46624989	50.4168	1.07317	35.7	58.1
chr4	1	89535178	691357	45304136	50.5993	1.08817	35.7	57.4
chr5	1	89562946	879205	52932081	59.1004	1.38609	35.7	58.5
chr6	1	78113029	703828	43462595	55.6406	1.27099	35.7	57.8
chr7	1	81081596	657751	42335559	52.2135	1.13553	35.5	57.3
chr8	1	76405709	601237	39310615	51.4498	1.10982	35.7	57.4
chr9	1	61171909	699856	39459980	64.5067	1.61547	35.7	58.3
chr10	1	70643054	647937	40142998	56.8251	1.29448	35.7	58.5
chr11	1	74805798	574969	38225796	51.1	1.0839	35.7	57.4
chr12	1	72970719	518547	35311628	48.3915	1.0011	35.6	58.3
chr13	1	64299765	477761	31496461	48.9838	1.04663	35.7	57.7
chr14	1	61112200	421832	29236434	47.8406	0.972804	35.7	58
chr15	1	64676183	507069	33296568	51.482	1.10502	35.6	58.2
chr16	1	60362399	482299	31301296	51.8556	1.12692	35.7	57.5
chr17	1	65088165	553488	35042988	53.8393	1.20003	35.7	57.1
chr18	1	56472973	538368	32082878	56.811	1.34552	35.7	57.9
chr19	1	55516201	368616	25744361	46.3727	0.935607	35.6	57.6
chr20	1	58627490	571565	34223685	58.3748	1.37695	35.7	58.7
chr21	1	51742555	389913	26209918	50.6545	1.06286	35.7	57.5
chr22	1	61573679	402714	28256517	45.8906	0.923042	35.7	58.4
chr23	1	53134997	387559	26428104	49.7377	1.02846	35.7	58.3
chr24	1	48566227	473670	28600392	58.8895	1.37759	35.7	58.5
chr25	1	51730745	421928	27252901	52.6822	1.15086	35.7	58.3
chr26	1	39257614	410700	24187857	61.6132	1.47873	35.7	57.2
chr27	1	46662488	359939	23669421	50.7247	1.08536	35.6	57.3
chr28	1	41733330	390713	24171411	57.9187	1.32202	35.7	58.3
chr29	1	42517134	278342	19655366	46.2293	0.921218	35.6	57.6
chr30	1	40643782	343450	22073048	54.3085	1.19188	35.6	58.5
chr31	1	39901454	294733	19329872	48.444	1.04054	35.7	58.1
chr32	1	40225481	255983	18205210	45.2579	0.895991	35.7	56.6
chr33	1	32139216	227569	15506309	48.2473	0.994477	35.6	57.6
chr34	1	42397973	333395	21738406	51.2723	1.11074	35.7	57.9
chr35	1	28051305	245259	14914760	53.1696	1.23436	35.7	54.1
chr36	1	31223415	218246	15199331	48.6793	0.984366	35.6	58.5
chr37	1	30785915	235336	15634921	50.786	1.07787	35.7	58.8
chr38	1	24803098	195957	12627208	50.9098	1.11256	35.6	57.9
chrX	1	124992030	996647	66064870	52.8553	1.12641	35.7	55.8
