#rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
chr1	1	123556469	1519299	80878145	65.4584	1.73451	35.7	57.9
chr2	1	84979418	1141343	57871718	68.1009	1.89365	35.6	58.1
chr3	1	92479059	1025839	57162306	61.8111	1.56343	35.7	58.1
chr4	1	89535178	1006854	55541168	62.0328	1.5853	35.7	57.4
chr5	1	89562946	1279438	62985617	70.3255	2.01711	35.7	58.5
chr6	1	78113029	1022657	52276623	66.9243	1.84719	35.7	57.8
chr7	1	81081596	957814	51750489	63.8252	1.65402	35.5	57.3
chr8	1	76405709	876315	48001315	62.8243	1.61755	35.7	57.4
chr9	1	61171909	1019348	46169343	75.4747	2.35318	35.7	58.3
chr10	1	70643054	944868	48181944	68.2048	1.8874	35.7	58.5
chr11	1	74805798	836672	46849071	62.6276	1.57716	35.7	57.4
chr12	1	72970719	754739	43623053	59.7816	1.45717	35.6	58.3
chr13	1	64299765	695457	38670929	60.1416	1.52385	35.7	57.7
chr14	1	61112200	614965	36312878	59.42	1.41874	35.7	58
chr15	1	64676183	737969	40681942	62.901	1.60849	35.6	58.2
chr16	1	60362399	703495	38168263	63.2319	1.64381	35.7	57.6
chr17	1	65088165	806405	42485216	65.2733	1.74841	35.7	57.1
chr18	1	56472973	784492	38388384	67.9766	1.96077	35.7	57.9
chr19	1	55516201	536916	32019370	57.6757	1.36247	35.6	57.6
chr20	1	58627490	831658	40699204	69.42	2.00307	35.7	58.7
chr21	1	51742555	567494	32166268	62.166	1.54765	35.7	57.5
chr22	1	61573679	586342	35213682	57.1895	1.34389	35.7	58.4
chr23	1	53134997	564402	32613288	61.3782	1.49777	35.7	58.3
chr24	1	48566227	688932	34044737	70.0996	2.00362	35.7	58.4
chr25	1	51730745	615403	33232682	64.2416	1.67832	35.7	58.3
chr26	1	39257614	599289	28654115	72.99	2.15688	35.7	57.2
chr27	1	46662488	523537	29057271	62.2712	1.57878	35.6	57.3
chr28	1	41733330	569630	28957493	69.387	1.92704	35.7	58.3
chr29	1	42517134	405303	24531463	57.6978	1.34083	35.6	57.6
chr30	1	40643782	499068	26773441	65.8734	1.73176	35.6	58.5
chr31	1	39901454	429422	23723350	59.4549	1.51586	35.7	58.1
chr32	1	40225481	372697	22847592	56.7988	1.30468	35.6	56.7
chr33	1	32139216	331646	19171993	59.653	1.45035	35.6	57.6
chr34	1	42397973	485224	26605565	62.752	1.61712	35.7	57.9
chr35	1	28051305	357272	18152243	64.7109	1.798	35.7	54.1
chr36	1	31223415	317840	18868408	60.4303	1.43391	35.6	58.5
chr37	1	30785915	343204	19150721	62.2061	1.57224	35.7	58.8
chr38	1	24803098	285741	15368001	61.96	1.62185	35.6	57.9
chrX	1	124992030	1451870	80845017	64.6801	1.64077	35.7	55.8
