#rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
chr1	1	123556469	1745633	85900192	69.523	1.9929	35.7	57.9
chr2	1	84979418	1311124	61228546	72.051	2.17566	35.6	58.1
chr3	1	92479059	1179416	61002314	65.9634	1.79766	35.7	58.1
chr4	1	89535178	1157018	59232187	66.1552	1.82184	35.7	57.4
chr5	1	89562946	1470478	66497293	74.2464	2.31834	35.7	58.5
chr6	1	78113029	1174450	55339363	70.8452	2.12141	35.7	57.8
chr7	1	81081596	1100676	55116571	67.9767	1.90064	35.5	57.3
chr8	1	76405709	1006846	51120358	66.9065	1.85843	35.7	57.4
chr9	1	61171909	1170358	48341908	79.0263	2.70186	35.7	58.3
chr10	1	70643054	1085361	50977104	72.1615	2.1678	35.7	58.5
chr11	1	74805798	960443	49933743	66.7512	1.81045	35.7	57.4
chr12	1	72970719	867472	46713869	64.0173	1.67499	35.6	58.3
chr13	1	64299765	799522	41338641	64.2905	1.75171	35.7	57.7
chr14	1	61112200	706889	38941124	63.7207	1.63093	35.7	58
chr15	1	64676183	847975	43340561	67.0116	1.84838	35.6	58.2
chr16	1	60362399	808340	40620291	67.294	1.88908	35.7	57.6
chr17	1	65088165	927181	45177991	69.4105	2.01015	35.7	57.1
chr18	1	56472973	901279	40571584	71.8425	2.25236	35.7	57.9
chr19	1	55516201	616646	34355513	61.8838	1.56504	35.6	57.6
chr20	1	58627490	954742	42938494	73.2395	2.29943	35.7	58.7
chr21	1	51742555	653346	34377099	66.4387	1.78158	35.7	57.5
chr22	1	61573679	674256	37801356	61.3921	1.54513	35.7	58.4
chr23	1	53134997	648167	34840660	65.5701	1.71988	35.7	58.3
chr24	1	48566227	792211	35938274	73.9985	2.3038	35.7	58.4
chr25	1	51730745	707054	35341804	68.3188	1.92811	35.7	58.3
chr26	1	39257614	689355	30158557	76.8222	2.48133	35.7	57.2
chr27	1	46662488	602104	31004916	66.4451	1.81566	35.6	57.4
chr28	1	41733330	654884	30619850	73.3703	2.21595	35.7	58.3
chr29	1	42517134	465610	26337891	61.9465	1.54028	35.6	57.6
chr30	1	40643782	574089	28436679	69.9656	1.99205	35.6	58.5
chr31	1	39901454	493910	25360971	63.559	1.74347	35.7	58.1
chr32	1	40225481	428143	24567964	61.0756	1.49889	35.6	56.7
chr33	1	32139216	381281	20520776	63.8496	1.66744	35.6	57.6
chr34	1	42397973	557789	28373202	66.9211	1.85878	35.7	57.9
chr35	1	28051305	410184	19308875	68.8341	2.06439	35.7	54.1
chr36	1	31223415	365177	20200907	64.6979	1.6472	35.6	58.5
chr37	1	30785915	394177	20418191	66.3232	1.80613	35.7	58.8
chr38	1	24803098	327766	16348839	65.9145	1.85995	35.6	57.9
chrX	1	124992030	1669748	86179261	68.9478	1.88683	35.7	55.8
