#rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
chr1	1	123556469	1700190	84956405	68.7592	1.94099	35.7	57.9
chr2	1	84979418	1277186	60586440	71.2954	2.11918	35.6	58
chr3	1	92479059	1148279	60266869	65.1681	1.75014	35.7	58.1
chr4	1	89535178	1127273	58551681	65.3952	1.77504	35.7	57.4
chr5	1	89562946	1432804	65863975	73.5393	2.25893	35.7	58.5
chr6	1	78113029	1143837	54773897	70.1213	2.06601	35.7	57.8
chr7	1	81081596	1071596	54482921	67.1952	1.85042	35.5	57.3
chr8	1	76405709	980601	50522815	66.1244	1.81005	35.7	57.4
chr9	1	61171909	1140369	47946511	78.3799	2.63264	35.7	58.3
chr10	1	70643054	1057514	50462973	71.4337	2.11221	35.7	58.5
chr11	1	74805798	935739	49349022	65.9695	1.76395	35.7	57.4
chr12	1	72970719	845119	46145080	63.2378	1.6318	35.6	58.3
chr13	1	64299765	778894	40844903	63.5226	1.70657	35.7	57.7
chr14	1	61112200	688585	38464130	62.9402	1.58874	35.7	58
chr15	1	64676183	825779	42837254	66.2334	1.79997	35.6	58.2
chr16	1	60362399	787248	40156711	66.526	1.83968	35.7	57.6
chr17	1	65088165	903059	44670975	68.6315	1.95789	35.7	57.1
chr18	1	56472973	877866	40172154	71.1352	2.194	35.7	57.9
chr19	1	55516201	600702	33910526	61.0822	1.52449	35.6	57.6
chr20	1	58627490	930329	42532807	72.5475	2.24076	35.7	58.7
chr21	1	51742555	636541	33971854	65.6555	1.73585	35.7	57.5
chr22	1	61573679	656526	37316058	60.6039	1.50457	35.7	58.4
chr23	1	53134997	631315	34422244	64.7826	1.67515	35.7	58.3
chr24	1	48566227	771556	35586403	73.274	2.24361	35.7	58.4
chr25	1	51730745	688623	34948328	67.5581	1.87794	35.7	58.3
chr26	1	39257614	671413	29883050	76.1204	2.41676	35.7	57.2
chr27	1	46662488	586105	30629662	65.6409	1.76726	35.6	57.4
chr28	1	41733330	637802	30305915	72.618	2.15808	35.7	58.3
chr29	1	42517134	453315	25992541	61.1343	1.49955	35.6	57.6
chr30	1	40643782	559311	28141879	69.2403	1.94067	35.6	58.5
chr31	1	39901454	481029	25058794	62.8017	1.69803	35.7	58.1
chr32	1	40225481	417254	24246262	60.2759	1.46063	35.6	56.7
chr33	1	32139216	371321	20264272	63.0515	1.62365	35.6	57.6
chr34	1	42397973	543081	28035548	66.1247	1.80988	35.7	57.9
chr35	1	28051305	399527	19097840	68.0818	2.01073	35.7	54.1
chr36	1	31223415	355819	19958449	63.9214	1.60509	35.6	58.5
chr37	1	30785915	384200	20189981	65.5819	1.76047	35.7	58.8
chr38	1	24803098	319478	16169267	65.1905	1.81283	35.6	57.9
chrX	1	124992030	1626428	85193463	68.1591	1.83787	35.7	55.8
