#rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
chr1	1	123556469	1655156	83999690	67.9849	1.88959	35.7	57.9
chr2	1	84979418	1243321	59945689	70.5414	2.06296	35.6	58.1
chr3	1	92479059	1117824	59535749	64.3775	1.70363	35.7	58.1
chr4	1	89535178	1096844	57825600	64.5842	1.72711	35.7	57.4
chr5	1	89562946	1394211	65198714	72.7965	2.19806	35.7	58.5
chr6	1	78113029	1113545	54178448	69.359	2.01119	35.7	57.8
chr7	1	81081596	1043423	53849035	66.4134	1.80191	35.5	57.3
chr8	1	76405709	954659	49914728	65.3285	1.76213	35.7	57.4
chr9	1	61171909	1110075	47533194	77.7043	2.56275	35.7	58.3
chr10	1	70643054	1029530	49929552	70.6786	2.05646	35.7	58.5
chr11	1	74805798	911319	48772628	65.199	1.71792	35.7	57.4
chr12	1	72970719	822628	45546292	62.4172	1.58839	35.6	58.3
chr13	1	64299765	758004	40327732	62.7183	1.66083	35.7	57.7
chr14	1	61112200	670113	37943586	62.0884	1.54609	35.7	58
chr15	1	64676183	803584	42318165	65.4308	1.75149	35.6	58.2
chr16	1	60362399	766342	39689080	65.7513	1.79076	35.7	57.6
chr17	1	65088165	878704	44153080	67.8358	1.90509	35.7	57.1
chr18	1	56472973	854612	39757330	70.4006	2.13596	35.7	57.9
chr19	1	55516201	585097	33478569	60.3041	1.48487	35.6	57.6
chr20	1	58627490	905645	42090746	71.7935	2.18128	35.7	58.7
chr21	1	51742555	619406	33551695	64.8435	1.68913	35.7	57.5
chr22	1	61573679	638832	36819061	59.7968	1.46411	35.7	58.4
chr23	1	53134997	614794	33997014	63.9823	1.63147	35.7	58.3
chr24	1	48566227	750961	35222373	72.5244	2.18377	35.7	58.4
chr25	1	51730745	670232	34544618	66.7777	1.82768	35.7	58.3
chr26	1	39257614	653323	29594796	75.3861	2.35157	35.7	57.2
chr27	1	46662488	570497	30256842	64.8419	1.72024	35.6	57.4
chr28	1	41733330	620654	29979369	71.8356	2.09993	35.7	58.3
chr29	1	42517134	441412	25643038	60.3122	1.46022	35.6	57.6
chr30	1	40643782	544247	27820054	68.4485	1.88858	35.6	58.5
chr31	1	39901454	468251	24748804	62.0248	1.65296	35.7	58.1
chr32	1	40225481	406233	23917709	59.4591	1.422	35.6	56.7
chr33	1	32139216	361482	20010331	62.2614	1.5807	35.6	57.6
chr34	1	42397973	528535	27703292	65.3411	1.76151	35.7	57.9
chr35	1	28051305	388829	18865755	67.2545	1.95685	35.7	54.1
chr36	1	31223415	346272	19696570	63.0827	1.56196	35.6	58.5
chr37	1	30785915	373988	19943731	64.782	1.71364	35.7	58.8
chr38	1	24803098	311076	15982164	64.4362	1.76528	35.6	57.9
chrX	1	124992030	1582842	84149624	67.324	1.78866	35.7	55.8
