#rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
chr1	1	123556469	22869	2443146	1.97735	0.0260847	35.7	57.8
chr2	1	84979418	16924	1820461	2.14224	0.0281752	35.7	58.2
chr3	1	92479059	15625	1675084	1.81131	0.023834	35.6	58
chr4	1	89535178	14905	1568810	1.75217	0.0233965	35.7	57.2
chr5	1	89562946	19019	2037607	2.27506	0.0300089	35.7	58.7
chr6	1	78113029	15504	1660376	2.12561	0.0280038	35.6	57.9
chr7	1	81081596	14251	1496319	1.84545	0.0245851	35.6	57.5
chr8	1	76405709	12965	1384755	1.81237	0.0238606	35.7	57.4
chr9	1	61171909	15132	1627911	2.66121	0.0349172	35.7	58.3
chr10	1	70643054	14419	1540349	2.18047	0.0288081	35.7	58.5
chr11	1	74805798	12504	1326857	1.77374	0.0235872	35.7	57.3
chr12	1	72970719	11263	1189654	1.63032	0.0217591	35.6	58.4
chr13	1	64299765	10839	1151545	1.7909	0.0237183	35.7	57.6
chr14	1	61112200	9204	969845	1.58699	0.0212096	35.7	58
chr15	1	64676183	10871	1160148	1.79378	0.0236686	35.7	58.4
chr16	1	60362399	10437	1113057	1.84396	0.0243152	35.7	57.6
chr17	1	65088165	12005	1261655	1.93838	0.025917	35.6	57
chr18	1	56472973	11686	1247683	2.20935	0.0293195	35.6	58
chr19	1	55516201	8013	852899	1.53631	0.0203259	35.7	57.6
chr20	1	58627490	12425	1338753	2.28349	0.0299567	35.7	58.7
chr21	1	51742555	8504	909872	1.75846	0.0232259	35.7	57.6
chr22	1	61573679	8431	899425	1.46073	0.0193228	35.6	58.2
chr23	1	53134997	8267	878394	1.65314	0.0218149	35.7	58.4
chr24	1	48566227	10348	1110466	2.2865	0.0300718	35.7	58.3
chr25	1	51730745	9292	989535	1.91286	0.0253369	35.6	58.4
chr26	1	39257614	8924	957311	2.43854	0.0321837	35.7	57
chr27	1	46662488	7849	844046	1.80883	0.0238198	35.6	57.1
chr28	1	41733330	8470	907443	2.17438	0.028647	35.7	58.3
chr29	1	42517134	6063	642445	1.51103	0.0200939	35.7	57.5
chr30	1	40643782	7826	830721	2.04391	0.0270673	35.6	58.3
chr31	1	39901454	6250	663025	1.66166	0.0219911	35.7	57.9
chr32	1	40225481	5603	589353	1.46512	0.0195447	35.7	56.4
chr33	1	32139216	4854	510181	1.58741	0.0210688	35.6	57.8
chr34	1	42397973	7303	774141	1.82589	0.0242658	35.6	58.1
chr35	1	28051305	5290	553933	1.97471	0.0265514	35.7	54.2
chr36	1	31223415	4682	498177	1.59552	0.0211651	35.7	58.2
chr37	1	30785915	5066	544995	1.77027	0.0232333	35.6	58.6
chr38	1	24803098	4057	435862	1.75729	0.0229823	35.6	57.9
chrX	1	124992030	21521	2293973	1.8353	0.0243291	35.7	55.6
