#rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
chr1	1	123556469	2243097	94321042	76.3384	2.56092	35.7	57.9
chr2	1	84979418	1684571	66795478	78.6019	2.79599	35.6	58.1
chr3	1	92479059	1515697	67564261	73.059	2.31029	35.7	58.1
chr4	1	89535178	1486971	65572593	73.2367	2.34157	35.7	57.4
chr5	1	89562946	1889858	72131882	80.5376	2.97925	35.7	58.5
chr6	1	78113029	1511422	60506544	77.4602	2.73033	35.7	57.8
chr7	1	81081596	1415132	60843194	75.0395	2.44358	35.5	57.3
chr8	1	76405709	1295152	56429656	73.8553	2.39054	35.7	57.5
chr9	1	61171909	1504190	51812853	84.7004	3.47261	35.7	58.3
chr10	1	70643054	1396098	55633843	78.7535	2.7881	35.7	58.5
chr11	1	74805798	1235068	55253992	73.8632	2.32831	35.7	57.4
chr12	1	72970719	1115704	51990895	71.249	2.15434	35.6	58.3
chr13	1	64299765	1028411	45914288	71.4066	2.25285	35.7	57.7
chr14	1	61112200	910533	43466938	71.1264	2.10074	35.7	58
chr15	1	64676183	1089331	47864145	74.0058	2.37422	35.6	58.2
chr16	1	60362399	1038241	44755172	74.1441	2.42602	35.7	57.6
chr17	1	65088165	1191685	49631137	76.2522	2.58366	35.7	57.1
chr18	1	56472973	1160139	44196088	78.2606	2.89921	35.7	57.9
chr19	1	55516201	792971	38397005	69.1636	2.0126	35.6	57.6
chr20	1	58627490	1227438	46622942	79.524	2.95625	35.7	58.7
chr21	1	51742555	839172	38032785	73.5039	2.28846	35.7	57.5
chr22	1	61573679	867433	42385432	68.8369	1.98774	35.7	58.4
chr23	1	53134997	832792	38706907	72.8464	2.2095	35.7	58.3
chr24	1	48566227	1019092	39030432	80.3654	2.96387	35.7	58.5
chr25	1	51730745	909414	39016416	75.4221	2.47975	35.7	58.3
chr26	1	39257614	885396	32514290	82.8229	3.18706	35.7	57.2
chr27	1	46662488	774673	34330002	73.5709	2.33548	35.6	57.3
chr28	1	41733330	843550	33360170	79.9365	2.85519	35.7	58.3
chr29	1	42517134	597316	29502149	69.3888	1.97614	35.6	57.6
chr30	1	40643782	736975	31219657	76.8129	2.557	35.6	58.5
chr31	1	39901454	635835	28194338	70.6599	2.2445	35.7	58.1
chr32	1	40225481	550840	27586499	68.5797	1.92861	35.6	56.6
chr33	1	32139216	490106	22828357	71.0296	2.14389	35.6	57.6
chr34	1	42397973	717164	31351770	73.9464	2.38934	35.7	57.9
chr35	1	28051305	526900	21231549	75.6883	2.65157	35.6	54.1
chr36	1	31223415	469929	22521256	72.1294	2.11984	35.6	58.4
chr37	1	30785915	507475	22615519	73.4606	2.32517	35.7	58.8
chr38	1	24803098	421954	18084949	72.9141	2.39461	35.6	57.9
chrX	1	124992030	2148377	95136094	76.1137	2.42751	35.7	55.8
