#rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
chr1	1	123556469	159392	15678054	12.689	0.181932	35.7	57.9
chr2	1	84979418	118965	11613249	13.666	0.197412	35.6	58.1
chr3	1	92479059	106940	10594295	11.4559	0.16303	35.7	58
chr4	1	89535178	104868	10301690	11.5057	0.165241	35.7	57.4
chr5	1	89562946	134477	13095995	14.6221	0.211933	35.7	58.6
chr6	1	78113029	106957	10423096	13.3436	0.193132	35.7	57.8
chr7	1	81081596	100572	9773010	12.0533	0.173695	35.6	57.3
chr8	1	76405709	91411	9034564	11.8245	0.168683	35.7	57.4
chr9	1	61171909	106164	10273734	16.7949	0.245066	35.7	58.2
chr10	1	70643054	97774	9605113	13.5967	0.195506	35.7	58.5
chr11	1	74805798	87894	8705907	11.638	0.165757	35.6	57.3
chr12	1	72970719	78543	7807427	10.6994	0.151584	35.6	58.3
chr13	1	64299765	73122	7195238	11.1901	0.160192	35.7	57.7
chr14	1	61112200	63906	6358090	10.404	0.147296	35.7	58
chr15	1	64676183	77270	7626498	11.7918	0.168494	35.6	58.2
chr16	1	60362399	73069	7206673	11.939	0.170643	35.7	57.6
chr17	1	65088165	84532	8199158	12.597	0.18296	35.7	57.1
chr18	1	56472973	81790	7893403	13.9773	0.204511	35.7	57.9
chr19	1	55516201	56051	5593607	10.0756	0.142347	35.6	57.6
chr20	1	58627490	86787	8482900	14.4692	0.209144	35.7	58.7
chr21	1	51742555	59523	5915659	11.4329	0.162246	35.7	57.6
chr22	1	61573679	61706	6164938	10.0123	0.141325	35.7	58.4
chr23	1	53134997	58874	5850340	11.0103	0.155957	35.7	58.3
chr24	1	48566227	73070	7130967	14.683	0.212731	35.7	58.4
chr25	1	51730745	63875	6310447	12.1986	0.17433	35.7	58.3
chr26	1	39257614	62227	6026020	15.3499	0.224033	35.7	57.1
chr27	1	46662488	54475	5375215	11.5193	0.164417	35.6	57.3
chr28	1	41733330	59542	5845546	14.0069	0.201494	35.7	58.3
chr29	1	42517134	42085	4199453	9.87708	0.139414	35.6	57.6
chr30	1	40643782	52336	5156147	12.6862	0.181496	35.6	58.5
chr31	1	39901454	44578	4397962	11.0221	0.157099	35.7	58.1
chr32	1	40225481	39022	3870163	9.62117	0.136509	35.7	56.6
chr33	1	32139216	34494	3404074	10.5917	0.150586	35.6	57.7
chr34	1	42397973	51074	5026651	11.8559	0.17004	35.7	58
chr35	1	28051305	37190	3476332	12.3928	0.186963	35.7	54.1
chr36	1	31223415	33690	3371680	10.7986	0.152272	35.7	58.4
chr37	1	30785915	35621	3533626	11.4781	0.162977	35.6	58.6
chr38	1	24803098	29786	2928134	11.8055	0.16896	35.6	57.8
chrX	1	124992030	151273	14952603	11.9628	0.170903	35.7	55.8
