#rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
chr1	1	123556469	2197463	93656142	75.8003	2.5089	35.7	57.9
chr2	1	84979418	1650497	66367509	78.0983	2.73941	35.6	58.1
chr3	1	92479059	1485133	67054699	72.508	2.26375	35.7	58.1
chr4	1	89535178	1456457	65065096	72.6699	2.29347	35.7	57.4
chr5	1	89562946	1851841	71709318	80.0658	2.91929	35.7	58.5
chr6	1	78113029	1480605	60106628	76.9483	2.67459	35.7	57.8
chr7	1	81081596	1386754	60393734	74.4851	2.39447	35.5	57.3
chr8	1	76405709	1268862	56007437	73.3027	2.34208	35.7	57.5
chr9	1	61171909	1474021	51555474	84.2797	3.40296	35.7	58.3
chr10	1	70643054	1367661	55279941	78.2525	2.73136	35.7	58.5
chr11	1	74805798	1210069	54841881	73.3123	2.28121	35.7	57.4
chr12	1	72970719	1093436	51586916	70.6954	2.11132	35.6	58.3
chr13	1	64299765	1007538	45550084	70.8402	2.20713	35.7	57.7
chr14	1	61112200	892168	43110813	70.5437	2.05834	35.7	58
chr15	1	64676183	1066775	47506352	73.4526	2.32507	35.6	58.2
chr16	1	60362399	1017071	44430092	73.6056	2.37665	35.7	57.6
chr17	1	65088165	1167391	49278420	75.7103	2.531	35.7	57.1
chr18	1	56472973	1136898	43915696	77.7641	2.84116	35.7	57.9
chr19	1	55516201	776927	38080566	68.5936	1.97189	35.6	57.6
chr20	1	58627490	1202626	46336876	79.0361	2.89651	35.7	58.7
chr21	1	51742555	822414	37753906	72.9649	2.24279	35.7	57.5
chr22	1	61573679	850090	42026914	68.2547	1.94798	35.7	58.4
chr23	1	53134997	815881	38405176	72.2785	2.16473	35.7	58.3
chr24	1	48566227	998322	38794488	79.8796	2.90346	35.7	58.5
chr25	1	51730745	890878	38725165	74.8591	2.42921	35.7	58.3
chr26	1	39257614	867623	32343011	82.3866	3.12315	35.7	57.2
chr27	1	46662488	758838	34070677	73.0151	2.28786	35.6	57.3
chr28	1	41733330	826453	33155037	79.445	2.79726	35.7	58.3
chr29	1	42517134	585455	29265741	68.8328	1.9369	35.6	57.6
chr30	1	40643782	722471	31011150	76.2999	2.50671	35.6	58.5
chr31	1	39901454	622993	27974075	70.1079	2.19909	35.7	58.1
chr32	1	40225481	539595	27341875	67.9715	1.88936	35.6	56.7
chr33	1	32139216	480362	22651827	70.4803	2.10111	35.6	57.6
chr34	1	42397973	702742	31127389	73.4172	2.34131	35.7	57.9
chr35	1	28051305	515996	21075469	75.1319	2.59666	35.6	54.1
chr36	1	31223415	460259	22332062	71.5234	2.07628	35.6	58.4
chr37	1	30785915	497047	22438728	72.8863	2.2774	35.7	58.8
chr38	1	24803098	413624	17948559	72.3642	2.34715	35.6	57.9
chrX	1	124992030	2104473	94437131	75.5545	2.37794	35.7	55.8
