#rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
chr1	1	123556469	862282	59628962	48.2605	0.984417	35.7	57.9
chr2	1	84979418	647202	43219362	50.8586	1.07381	35.6	58
chr3	1	92479059	581679	41391187	44.7574	0.886322	35.7	58.1
chr4	1	89535178	571423	40290536	44.9997	0.899427	35.7	57.4
chr5	1	89562946	726415	47585301	53.1306	1.14516	35.7	58.5
chr6	1	78113029	580816	38914031	49.8176	1.04875	35.7	57.8
chr7	1	81081596	543739	37690133	46.4842	0.9386	35.5	57.3
chr8	1	76405709	497181	35020393	45.8348	0.917867	35.7	57.4
chr9	1	61171909	578194	35816726	58.5509	1.33445	35.7	58.2
chr10	1	70643054	535622	36020315	50.9892	1.06976	35.7	58.5
chr11	1	74805798	475161	33974795	45.4173	0.895958	35.7	57.4
chr12	1	72970719	428676	31261430	42.8411	0.827471	35.6	58.3
chr13	1	64299765	394698	27949656	43.4677	0.864692	35.7	57.7
chr14	1	61112200	348654	25829793	42.2662	0.804304	35.7	58
chr15	1	64676183	418784	29614605	45.789	0.91256	35.6	58.2
chr16	1	60362399	398498	27879288	46.1865	0.93111	35.7	57.5
chr17	1	65088165	457163	31275640	48.0512	0.991322	35.7	57.1
chr18	1	56472973	444493	28840416	51.0694	1.11075	35.7	57.9
chr19	1	55516201	304722	22713476	40.9132	0.773481	35.6	57.6
chr20	1	58627490	472223	30843946	52.61	1.13785	35.7	58.7
chr21	1	51742555	322291	23260023	44.9534	0.878449	35.7	57.5
chr22	1	61573679	332879	24941837	40.5073	0.763006	35.7	58.4
chr23	1	53134997	319714	23389373	44.0188	0.848276	35.7	58.3
chr24	1	48566227	391209	25743518	53.007	1.13801	35.7	58.5
chr25	1	51730745	348664	24293950	46.9623	0.95099	35.7	58.3
chr26	1	39257614	339149	21849757	55.6574	1.22128	35.7	57.2
chr27	1	46662488	297324	21017602	45.0418	0.896669	35.6	57.3
chr28	1	41733330	322582	21675720	51.9386	1.09132	35.7	58.4
chr29	1	42517134	230268	17339783	40.783	0.762041	35.6	57.6
chr30	1	40643782	283271	19670535	48.3974	0.983082	35.6	58.5
chr31	1	39901454	243374	17167975	43.0259	0.859272	35.7	58.1
chr32	1	40225481	211625	16000645	39.7774	0.740613	35.7	56.6
chr33	1	32139216	187576	13722319	42.6965	0.819656	35.6	57.6
chr34	1	42397973	275415	19361421	45.6659	0.917712	35.7	57.9
chr35	1	28051305	202408	13289366	47.3752	1.01896	35.7	54.1
chr36	1	31223415	180629	13433178	43.0228	0.814724	35.6	58.5
chr37	1	30785915	194289	13897560	45.1426	0.889776	35.6	58.7
chr38	1	24803098	162493	11275838	45.4614	0.922547	35.6	57.9
chrX	1	124992030	823878	58740411	46.9953	0.931237	35.7	55.8
