#rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
chr1	1	123556469	1927330	89314372	72.2863	2.20039	35.7	57.9
chr2	1	84979418	1446375	63469440	74.688	2.40033	35.6	58.1
chr3	1	92479059	1302024	63655705	68.8326	1.98445	35.7	58.1
chr4	1	89535178	1276497	61793182	69.0155	2.01007	35.7	57.4
chr5	1	89562946	1622239	68784876	76.8006	2.55733	35.7	58.5
chr6	1	78113029	1297159	57448200	73.545	2.34297	35.7	57.8
chr7	1	81081596	1214489	57401051	70.7942	2.09703	35.5	57.3
chr8	1	76405709	1111947	53286464	69.7415	2.05232	35.7	57.5
chr9	1	61171909	1291918	49773122	81.366	2.98275	35.7	58.3
chr10	1	70643054	1197657	52869656	74.8406	2.39193	35.7	58.5
chr11	1	74805798	1060125	52060486	69.5942	1.99845	35.7	57.4
chr12	1	72970719	958206	48850900	66.9459	1.85024	35.6	58.3
chr13	1	64299765	882620	43174391	67.1455	1.93375	35.7	57.7
chr14	1	61112200	780935	40756259	66.6909	1.80195	35.7	58
chr15	1	64676183	935358	45168471	69.8379	2.03884	35.6	58.2
chr16	1	60362399	891854	42299461	70.0758	2.08415	35.7	57.6
chr17	1	65088165	1023657	46993713	72.2001	2.21931	35.7	57.1
chr18	1	56472973	995085	42037969	74.4391	2.48672	35.7	57.9
chr19	1	55516201	681258	35991310	64.8303	1.72922	35.6	57.6
chr20	1	58627490	1054068	44438006	75.7972	2.53863	35.7	58.7
chr21	1	51742555	720857	35859089	69.3029	1.96585	35.7	57.5
chr22	1	61573679	744621	39649599	64.3937	1.70633	35.7	58.4
chr23	1	53134997	714594	36387511	68.4813	1.89592	35.7	58.3
chr24	1	48566227	875139	37224460	76.6468	2.545	35.7	58.5
chr25	1	51730745	780509	36836496	71.2081	2.12838	35.7	58.3
chr26	1	39257614	760961	31142888	79.3295	2.73921	35.7	57.2
chr27	1	46662488	665044	32341374	69.3092	2.00532	35.6	57.4
chr28	1	41733330	724026	31758290	76.0981	2.45035	35.7	58.3
chr29	1	42517134	513403	27611641	64.9424	1.69845	35.6	57.6
chr30	1	40643782	633466	29580200	72.7792	2.1979	35.6	58.5
chr31	1	39901454	545741	26502721	66.4204	1.92612	35.7	58.1
chr32	1	40225481	472699	25779566	64.0877	1.65534	35.6	56.7
chr33	1	32139216	421202	21463633	66.7833	1.84234	35.6	57.7
chr34	1	42397973	615809	29589650	69.7902	2.05183	35.7	57.9
chr35	1	28051305	452272	20091223	71.6231	2.27642	35.7	54.1
chr36	1	31223415	403221	21120284	67.6425	1.81873	35.6	58.4
chr37	1	30785915	435059	21292515	69.1632	1.99356	35.7	58.8
chr38	1	24803098	361954	17050059	68.7417	2.05399	35.6	57.9
chrX	1	124992030	1844187	89820106	71.8607	2.08383	35.7	55.8
