#rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
chr1	1	123556469	589800	46242293	37.426	0.673464	35.7	57.9
chr2	1	84979418	442214	33783031	39.7544	0.73367	35.6	58
chr3	1	92479059	397921	31848971	34.4391	0.606174	35.7	58.1
chr4	1	89535178	390740	31001562	34.625	0.615231	35.7	57.4
chr5	1	89562946	497364	37468081	41.8344	0.78409	35.7	58.5
chr6	1	78113029	397492	30387160	38.9015	0.717726	35.7	57.8
chr7	1	81081596	371692	29071441	35.8545	0.641623	35.5	57.3
chr8	1	76405709	339699	27005585	35.345	0.627102	35.7	57.4
chr9	1	61171909	395658	28604429	46.7607	0.912874	35.7	58.2
chr10	1	70643054	366055	28159580	39.8618	0.730928	35.7	58.5
chr11	1	74805798	324624	26096644	34.8859	0.61201	35.7	57.4
chr12	1	72970719	292928	23900913	32.7541	0.56544	35.6	58.3
chr13	1	64299765	270670	21526113	33.4777	0.593129	35.7	57.7
chr14	1	61112200	237984	19616691	32.0995	0.548979	35.7	58
chr15	1	64676183	286987	22851237	35.3318	0.625585	35.6	58.2
chr16	1	60362399	272496	21537676	35.6806	0.636675	35.7	57.5
chr17	1	65088165	313228	24287503	37.3148	0.678913	35.7	57.1
chr18	1	56472973	303664	22632268	40.0763	0.75899	35.7	57.9
chr19	1	55516201	208503	17255476	31.0819	0.529219	35.6	57.6
chr20	1	58627490	322712	24319414	41.4812	0.777538	35.7	58.7
chr21	1	51742555	220956	17871543	34.5394	0.60221	35.7	57.6
chr22	1	61573679	227553	18928100	30.7406	0.521646	35.7	58.4
chr23	1	53134997	218724	17852903	33.5991	0.580092	35.7	58.3
chr24	1	48566227	267666	20234844	41.6644	0.778666	35.7	58.5
chr25	1	51730745	238558	18810986	36.3633	0.650738	35.7	58.3
chr26	1	39257614	231435	17212837	43.8459	0.833487	35.7	57.2
chr27	1	46662488	203339	16150178	34.6106	0.613422	35.6	57.3
chr28	1	41733330	220292	16954521	40.6259	0.745159	35.7	58.3
chr29	1	42517134	157243	13116389	30.8497	0.520134	35.6	57.6
chr30	1	40643782	193663	15222257	37.4529	0.672105	35.6	58.5
chr31	1	39901454	166679	13243324	33.1901	0.58856	35.7	58.1
chr32	1	40225481	144967	12048994	29.9536	0.507358	35.7	56.6
chr33	1	32139216	128396	10468430	32.5721	0.561222	35.6	57.6
chr34	1	42397973	188680	14952864	35.2679	0.628701	35.7	58
chr35	1	28051305	138671	10293708	36.696	0.69852	35.7	54.1
chr36	1	31223415	123682	10241998	32.8023	0.557949	35.6	58.5
chr37	1	30785915	132894	10687734	34.7163	0.608399	35.6	58.7
chr38	1	24803098	111012	8720732	35.1598	0.63008	35.6	57.8
chrX	1	124992030	562783	45117543	36.0963	0.635977	35.7	55.8
