#rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
chr1	1	123556469	1949758	89712837	72.6088	2.22596	35.7	57.9
chr2	1	84979418	1463616	63741483	75.0081	2.42902	35.6	58.1
chr3	1	92479059	1317156	63953905	69.155	2.00752	35.7	58.1
chr4	1	89535178	1291292	62088484	69.3454	2.03342	35.7	57.4
chr5	1	89562946	1641076	69045265	77.0913	2.58699	35.7	58.5
chr6	1	78113029	1312802	57693351	73.8588	2.37135	35.7	57.8
chr7	1	81081596	1228625	57664001	71.1185	2.12141	35.5	57.3
chr8	1	76405709	1125364	53536697	70.069	2.07712	35.7	57.5
chr9	1	61171909	1306966	49934967	81.6306	3.01752	35.7	58.3
chr10	1	70643054	1212160	53093030	75.1568	2.4209	35.7	58.5
chr11	1	74805798	1072738	52319199	69.94	2.02221	35.7	57.4
chr12	1	72970719	969506	49094540	67.2798	1.87205	35.6	58.3
chr13	1	64299765	893166	43388379	67.4783	1.95691	35.7	57.7
chr14	1	61112200	790115	40972264	67.0443	1.82318	35.7	58
chr15	1	64676183	946418	45393411	70.1857	2.06304	35.6	58.2
chr16	1	60362399	902269	42494281	70.3986	2.10851	35.7	57.6
chr17	1	65088165	1035638	47205574	72.5256	2.24529	35.7	57.1
chr18	1	56472973	1007131	42215880	74.7541	2.51679	35.7	57.9
chr19	1	55516201	689191	36171873	65.1555	1.74928	35.6	57.6
chr20	1	58627490	1066536	44613929	76.0973	2.56867	35.7	58.7
chr21	1	51742555	729255	36028423	69.6302	1.98871	35.7	57.5
chr22	1	61573679	753460	39861436	64.7378	1.72659	35.7	58.4
chr23	1	53134997	722714	36569248	68.8233	1.91748	35.7	58.3
chr24	1	48566227	885208	37364393	76.9349	2.57437	35.7	58.5
chr25	1	51730745	789682	37005029	71.5339	2.15334	35.7	58.3
chr26	1	39257614	769824	31254899	79.6149	2.77117	35.7	57.2
chr27	1	46662488	672817	32502711	69.6549	2.02872	35.6	57.4
chr28	1	41733330	732628	31885241	76.4023	2.47955	35.7	58.3
chr29	1	42517134	519350	27763092	65.2986	1.71806	35.6	57.6
chr30	1	40643782	640707	29713311	73.1067	2.22303	35.6	58.5
chr31	1	39901454	552250	26638823	66.7615	1.94915	35.7	58.1
chr32	1	40225481	478162	25924424	64.4478	1.67438	35.6	56.7
chr33	1	32139216	426022	21563240	67.0932	1.86339	35.6	57.6
chr34	1	42397973	623178	29735013	70.1331	2.07638	35.7	57.9
chr35	1	28051305	457712	20181398	71.9446	2.3037	35.7	54.1
chr36	1	31223415	407840	21226424	67.9824	1.83954	35.6	58.4
chr37	1	30785915	440197	21400928	69.5153	2.01718	35.7	58.8
chr38	1	24803098	366332	17133686	69.0788	2.07903	35.6	57.9
chrX	1	124992030	1865401	90240547	72.197	2.10783	35.7	55.8
