#rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
chr1	1	123556469	930846	62485137	50.5721	1.0627	35.7	57.9
chr2	1	84979418	698332	45204220	53.1943	1.15858	35.7	58.1
chr3	1	92479059	627447	43444539	46.9777	0.95615	35.7	58.1
chr4	1	89535178	616450	42259858	47.1992	0.970259	35.7	57.4
chr5	1	89562946	784079	49707904	55.5005	1.23602	35.7	58.5
chr6	1	78113029	627325	40741757	52.1574	1.1328	35.7	57.8
chr7	1	81081596	586492	39525189	48.7474	1.01251	35.5	57.3
chr8	1	76405709	536238	36723794	48.0642	0.989853	35.7	57.4
chr9	1	61171909	623927	37274141	60.9334	1.44014	35.7	58.3
chr10	1	70643054	577948	37681134	53.3402	1.15454	35.7	58.5
chr11	1	74805798	512832	35665701	47.6777	0.966874	35.7	57.4
chr12	1	72970719	462631	32871946	45.0481	0.893066	35.6	58.3
chr13	1	64299765	425694	29335542	45.6231	0.932748	35.7	57.7
chr14	1	61112200	376524	27179318	44.4745	0.868596	35.7	58
chr15	1	64676183	452037	31052860	48.0128	0.984978	35.6	58.2
chr16	1	60362399	429978	29216899	48.4025	1.00462	35.7	57.5
chr17	1	65088165	493116	32755907	50.3254	1.06924	35.7	57.1
chr18	1	56472973	479532	30106828	53.3119	1.19837	35.7	57.9
chr19	1	55516201	328468	23886838	43.0268	0.833712	35.6	57.6
chr20	1	58627490	509698	32192641	54.9105	1.22807	35.7	58.7
chr21	1	51742555	347461	24414730	47.185	0.947121	35.7	57.5
chr22	1	61573679	359106	26236961	42.6107	0.823149	35.7	58.4
chr23	1	53134997	344962	24562396	46.2264	0.915309	35.7	58.3
chr24	1	48566227	422110	26873391	55.3335	1.22777	35.7	58.5
chr25	1	51730745	376302	25466361	49.2287	1.02639	35.7	58.3
chr26	1	39257614	365957	22789058	58.05	1.31779	35.7	57.2
chr27	1	46662488	320767	22049813	47.2538	0.967274	35.6	57.3
chr28	1	41733330	348272	22675740	54.3348	1.17835	35.7	58.4
chr29	1	42517134	248262	18244721	42.9115	0.821566	35.6	57.6
chr30	1	40643782	305791	20619516	50.7323	1.06133	35.6	58.5
chr31	1	39901454	262473	18024548	45.1727	0.926773	35.7	58.1
chr32	1	40225481	228107	16860309	41.9145	0.798261	35.7	56.6
chr33	1	32139216	202553	14421018	44.8705	0.88495	35.6	57.6
chr34	1	42397973	296905	20294232	47.866	0.98913	35.7	58
chr35	1	28051305	218470	13934910	49.6765	1.0997	35.7	54.1
chr36	1	31223415	194772	14123750	45.2345	0.878416	35.6	58.5
chr37	1	30785915	209858	14588041	47.3854	0.961304	35.7	58.7
chr38	1	24803098	175235	11818867	47.6508	0.994828	35.6	57.9
chrX	1	124992030	888882	61618508	49.2979	1.00465	35.7	55.8
