#rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
chr1	1	123556469	567369	44981059	36.4053	0.647884	35.7	57.9
chr2	1	84979418	425225	32859937	38.6681	0.70546	35.6	58
chr3	1	92479059	382254	30908039	33.4217	0.582357	35.7	58.1
chr4	1	89535178	375948	30136167	33.6585	0.591954	35.7	57.4
chr5	1	89562946	478146	36496945	40.75	0.753886	35.7	58.5
chr6	1	78113029	382462	29573360	37.8597	0.690548	35.7	57.8
chr7	1	81081596	356910	28227171	34.8133	0.616151	35.5	57.3
chr8	1	76405709	326620	26240173	34.3432	0.602937	35.7	57.4
chr9	1	61171909	380590	27889846	45.5926	0.878134	35.7	58.2
chr10	1	70643054	351943	27394944	38.7794	0.702726	35.7	58.5
chr11	1	74805798	312130	25340565	33.8751	0.588376	35.7	57.4
chr12	1	72970719	281404	23173425	31.7572	0.543189	35.6	58.3
chr13	1	64299765	260204	20906354	32.5139	0.57024	35.7	57.7
chr14	1	61112200	229143	19064725	31.1963	0.528585	35.7	58
chr15	1	64676183	275846	22188767	34.3075	0.601325	35.6	58.2
chr16	1	60362399	261949	20911227	34.6428	0.61197	35.7	57.5
chr17	1	65088165	301214	23597994	36.2554	0.652817	35.7	57.1
chr18	1	56472973	292136	22051336	39.0476	0.730337	35.7	57.9
chr19	1	55516201	200300	16729286	30.1341	0.508412	35.6	57.6
chr20	1	58627490	310310	23681852	40.3938	0.74765	35.7	58.7
chr21	1	51742555	212719	17367106	33.5645	0.579711	35.7	57.5
chr22	1	61573679	218999	18365643	29.8271	0.502018	35.7	58.4
chr23	1	53134997	210496	17345315	32.6439	0.558187	35.7	58.3
chr24	1	48566227	257287	19689438	40.5414	0.748515	35.7	58.5
chr25	1	51730745	229355	18287877	35.352	0.625667	35.6	58.3
chr26	1	39257614	222541	16762436	42.6986	0.801341	35.7	57.2
chr27	1	46662488	195587	15700706	33.6474	0.590058	35.6	57.3
chr28	1	41733330	211857	16501260	39.5398	0.716699	35.7	58.3
chr29	1	42517134	151333	12736156	29.9553	0.50054	35.6	57.6
chr30	1	40643782	186425	14811207	36.4415	0.646891	35.6	58.5
chr31	1	39901454	160307	12872346	32.2603	0.566063	35.7	58.1
chr32	1	40225481	139368	11685678	29.0504	0.487808	35.7	56.6
chr33	1	32139216	123358	10155520	31.5985	0.539313	35.6	57.6
chr34	1	42397973	181499	14527619	34.2649	0.604927	35.7	58
chr35	1	28051305	133267	10005783	35.6696	0.671313	35.7	54.1
chr36	1	31223415	118928	9944779	31.8504	0.536435	35.6	58.5
chr37	1	30785915	127755	10388818	33.7454	0.584872	35.6	58.7
chr38	1	24803098	106642	8470695	34.1518	0.605182	35.6	57.8
chrX	1	124992030	541362	43840324	35.0745	0.611832	35.7	55.8
