#rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
chr1	1	123556469	1722881	85436251	69.1475	1.96695	35.7	57.9
chr2	1	84979418	1294142	60914262	71.6812	2.1474	35.6	58.1
chr3	1	92479059	1164017	60645229	65.5773	1.77418	35.7	58.1
chr4	1	89535178	1142023	58890684	65.7738	1.79827	35.7	57.4
chr5	1	89562946	1451673	66183151	73.8957	2.28872	35.7	58.5
chr6	1	78113029	1159295	55063567	70.4922	2.09398	35.7	57.8
chr7	1	81081596	1086139	54802882	67.5898	1.8755	35.5	57.3
chr8	1	76405709	993648	50822119	66.5161	1.83414	35.7	57.4
chr9	1	61171909	1155442	48144702	78.7039	2.6675	35.7	58.3
chr10	1	70643054	1071479	50725201	71.8049	2.14019	35.7	58.5
chr11	1	74805798	948118	49638669	66.3567	1.78727	35.7	57.4
chr12	1	72970719	856484	46438882	63.6404	1.65373	35.6	58.3
chr13	1	64299765	789003	41093032	63.9085	1.72871	35.7	57.7
chr14	1	61112200	697723	38701917	63.3293	1.60981	35.7	58
chr15	1	64676183	836855	43093210	66.6292	1.82405	35.6	58.2
chr16	1	60362399	797712	40389326	66.9114	1.86422	35.7	57.6
chr17	1	65088165	915095	44925355	69.0223	1.984	35.7	57.1
chr18	1	56472973	889510	40370599	71.4866	2.22297	35.7	57.9
chr19	1	55516201	608706	34137734	61.4915	1.54486	35.6	57.6
chr20	1	58627490	942501	42740165	72.9012	2.26996	35.7	58.7
chr21	1	51742555	644935	34182022	66.0617	1.75874	35.7	57.5
chr22	1	61573679	665305	37555252	60.9924	1.52466	35.7	58.4
chr23	1	53134997	639999	34638101	65.1889	1.69815	35.7	58.3
chr24	1	48566227	781857	35766407	73.6446	2.27362	35.7	58.4
chr25	1	51730745	697875	35152517	67.9529	1.90307	35.7	58.3
chr26	1	39257614	680452	30021087	76.472	2.44926	35.7	57.2
chr27	1	46662488	594001	30818243	66.045	1.79117	35.6	57.4
chr28	1	41733330	646262	30464392	72.9978	2.18668	35.7	58.3
chr29	1	42517134	459476	26163332	61.536	1.51998	35.6	57.6
chr30	1	40643782	566736	28291723	69.609	1.96634	35.6	58.5
chr31	1	39901454	487499	25215909	63.1955	1.72091	35.7	58.1
chr32	1	40225481	422752	24409047	60.6806	1.4799	35.6	56.7
chr33	1	32139216	376343	20393850	63.4547	1.64572	35.6	57.6
chr34	1	42397973	550434	28197482	66.5067	1.83429	35.7	57.9
chr35	1	28051305	404852	19202198	68.4538	2.03744	35.7	54.1
chr36	1	31223415	360506	20084314	64.3245	1.62623	35.6	58.5
chr37	1	30785915	389085	20300512	65.9409	1.78285	35.7	58.8
chr38	1	24803098	323543	16258520	65.5504	1.83596	35.6	57.9
chrX	1	124992030	1647910	85686562	68.5536	1.86215	35.7	55.8
