#rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
chr1	1	123556469	341228	30386020	24.5928	0.389739	35.7	57.9
chr2	1	84979418	255056	22305107	26.2477	0.423145	35.6	58.1
chr3	1	92479059	229167	20622082	22.2992	0.349097	35.7	58.1
chr4	1	89535178	224911	20077019	22.4236	0.354161	35.7	57.4
chr5	1	89562946	286650	24909064	27.8118	0.451719	35.7	58.6
chr6	1	78113029	228909	19974770	25.5716	0.413338	35.7	57.8
chr7	1	81081596	215149	18977583	23.4055	0.371567	35.5	57.3
chr8	1	76405709	195829	17580217	23.009	0.361414	35.7	57.4
chr9	1	61171909	228298	19378088	31.6781	0.526975	35.7	58.3
chr10	1	70643054	211438	18646133	26.3949	0.422526	35.7	58.5
chr11	1	74805798	187289	16936740	22.6409	0.35316	35.6	57.3
chr12	1	72970719	168159	15321142	20.9963	0.324459	35.6	58.3
chr13	1	64299765	156000	13979353	21.7409	0.341752	35.7	57.7
chr14	1	61112200	137549	12639836	20.683	0.317283	35.7	58
chr15	1	64676183	165933	14887697	23.0188	0.361635	35.6	58.2
chr16	1	60362399	157026	14022876	23.2311	0.366844	35.7	57.6
chr17	1	65088165	180186	15864516	24.3739	0.390384	35.7	57.1
chr18	1	56472973	174729	15058105	26.6643	0.43693	35.7	57.9
chr19	1	55516201	120305	11054861	19.9129	0.305464	35.6	57.6
chr20	1	58627490	186114	16196845	27.6267	0.448499	35.7	58.7
chr21	1	51742555	128089	11639758	22.4955	0.34907	35.7	57.6
chr22	1	61573679	131445	12115348	19.6762	0.301302	35.7	58.4
chr23	1	53134997	126515	11522770	21.6858	0.335588	35.7	58.3
chr24	1	48566227	154387	13470886	27.7371	0.449331	35.7	58.5
chr25	1	51730745	137896	12328156	23.8314	0.376255	35.6	58.3
chr26	1	39257614	133510	11500860	29.2959	0.480855	35.7	57.1
chr27	1	46662488	116976	10471944	22.4419	0.352703	35.6	57.3
chr28	1	41733330	127047	11200611	26.8385	0.429836	35.7	58.3
chr29	1	42517134	90167	8331139	19.5948	0.298516	35.6	57.6
chr30	1	40643782	111720	9943095	24.464	0.387532	35.6	58.5
chr31	1	39901454	95847	8592404	21.5341	0.338195	35.7	58.1
chr32	1	40225481	83228	7643930	19.0027	0.291286	35.7	56.6
chr33	1	32139216	74202	6739348	20.9692	0.324377	35.6	57.7
chr34	1	42397973	109203	9766951	23.0364	0.363916	35.7	58
chr35	1	28051305	80015	6751532	24.0685	0.402822	35.7	54.2
chr36	1	31223415	71670	6599104	21.1351	0.323369	35.6	58.4
chr37	1	30785915	76000	6882331	22.3555	0.347767	35.7	58.7
chr38	1	24803098	63831	5685100	22.9209	0.362067	35.6	57.8
chrX	1	124992030	324718	29280400	23.4258	0.36695	35.7	55.8
