#rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
chr1	1	123556469	908098	61557067	49.821	1.03677	35.7	57.9
chr2	1	84979418	681223	44560479	52.4368	1.13021	35.7	58.1
chr3	1	92479059	612339	42776961	46.2558	0.933082	35.7	58.1
chr4	1	89535178	601342	41624374	46.4894	0.946566	35.7	57.4
chr5	1	89562946	764760	49017540	54.7297	1.20558	35.7	58.5
chr6	1	78113029	611882	40155726	51.4072	1.10492	35.7	57.8
chr7	1	81081596	572191	38926072	48.0085	0.987776	35.5	57.3
chr8	1	76405709	523215	36161139	47.3278	0.965881	35.7	57.4
chr9	1	61171909	608813	36807447	60.1705	1.40524	35.7	58.2
chr10	1	70643054	563710	37137154	52.5701	1.12603	35.7	58.5
chr11	1	74805798	499906	35108310	46.9326	0.942542	35.7	57.4
chr12	1	72970719	451584	32357679	44.3434	0.871743	35.6	58.3
chr13	1	64299765	415403	28879510	44.9139	0.910139	35.7	57.7
chr14	1	61112200	367313	26742754	43.7601	0.847325	35.7	58
chr15	1	64676183	440863	30583731	47.2875	0.960661	35.6	58.2
chr16	1	60362399	419368	28771890	47.6653	0.979869	35.7	57.5
chr17	1	65088165	481269	32277024	49.5897	1.04361	35.7	57.1
chr18	1	56472973	467914	29699497	52.5906	1.16935	35.7	57.9
chr19	1	55516201	320437	23495655	42.3222	0.813321	35.6	57.6
chr20	1	58627490	497253	31748880	54.1536	1.19804	35.7	58.7
chr21	1	51742555	339080	24036945	46.4549	0.924334	35.7	57.5
chr22	1	61573679	350302	25814325	41.9243	0.80293	35.7	58.4
chr23	1	53134997	336581	24182997	45.5124	0.893162	35.7	58.3
chr24	1	48566227	411826	26509897	54.585	1.19801	35.7	58.5
chr25	1	51730745	367110	25079743	48.4813	1.00131	35.7	58.3
chr26	1	39257614	357094	22485033	57.2756	1.2859	35.7	57.2
chr27	1	46662488	312921	21715203	46.5367	0.943579	35.6	57.3
chr28	1	41733330	339627	22341438	53.5338	1.14908	35.7	58.4
chr29	1	42517134	242374	17949145	42.2163	0.802026	35.6	57.6
chr30	1	40643782	298377	20319518	49.9942	1.03548	35.6	58.5
chr31	1	39901454	256089	17743048	44.4672	0.904189	35.7	58.1
chr32	1	40225481	222713	16580109	41.2179	0.779407	35.7	56.6
chr33	1	32139216	197483	14186033	44.1393	0.862774	35.6	57.6
chr34	1	42397973	289728	19991828	47.1528	0.965317	35.7	58
chr35	1	28051305	213108	13728135	48.9394	1.07276	35.7	54.1
chr36	1	31223415	190125	13899334	44.5157	0.857507	35.6	58.5
chr37	1	30785915	204636	14364685	46.6599	0.937338	35.6	58.7
chr38	1	24803098	171128	11652656	46.9806	0.971647	35.6	57.9
chrX	1	124992030	867273	60678860	48.5462	0.980242	35.7	55.8
