#rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
chr1	1	123556469	113724	11478830	9.29035	0.129796	35.7	57.9
chr2	1	84979418	85062	8562385	10.0758	0.141175	35.6	58.1
chr3	1	92479059	76284	7746128	8.37609	0.116219	35.7	58
chr4	1	89535178	74948	7550967	8.43352	0.118071	35.7	57.4
chr5	1	89562946	95844	9612474	10.7326	0.151153	35.7	58.6
chr6	1	78113029	75994	7633537	9.77242	0.137223	35.7	57.8
chr7	1	81081596	71717	7149114	8.81718	0.123831	35.6	57.3
chr8	1	76405709	65648	6655844	8.71119	0.121154	35.7	57.4
chr9	1	61171909	75826	7590095	12.4078	0.175008	35.7	58.2
chr10	1	70643054	69573	7039400	9.96474	0.139199	35.7	58.6
chr11	1	74805798	62724	6360562	8.50277	0.11829	35.6	57.3
chr12	1	72970719	56230	5701275	7.8131	0.108465	35.6	58.3
chr13	1	64299765	52152	5259437	8.17956	0.114188	35.7	57.6
chr14	1	61112200	45723	4643027	7.59755	0.105408	35.7	58.1
chr15	1	64676183	54949	5577814	8.62422	0.119892	35.6	58.2
chr16	1	60362399	52313	5285964	8.75705	0.122129	35.7	57.6
chr17	1	65088165	60427	6034594	9.27142	0.130887	35.7	57.1
chr18	1	56472973	58688	5845724	10.3514	0.14673	35.6	58
chr19	1	55516201	40259	4103369	7.3913	0.102277	35.6	57.6
chr20	1	58627490	61659	6213140	10.5977	0.148521	35.7	58.6
chr21	1	51742555	42621	4337387	8.38263	0.11624	35.7	57.6
chr22	1	61573679	43925	4479443	7.27493	0.100519	35.7	58.4
chr23	1	53134997	41964	4258417	8.01434	0.111161	35.7	58.3
chr24	1	48566227	51992	5237365	10.784	0.151514	35.7	58.4
chr25	1	51730745	45646	4627647	8.94564	0.124735	35.7	58.3
chr26	1	39257614	44397	4426867	11.2765	0.159689	35.7	57
chr27	1	46662488	38877	3934260	8.43131	0.117424	35.6	57.2
chr28	1	41733330	42565	4279267	10.2538	0.143871	35.7	58.3
chr29	1	42517134	30038	3065250	7.20945	0.0994113	35.6	57.5
chr30	1	40643782	37711	3806608	9.36578	0.130686	35.6	58.4
chr31	1	39901454	31604	3196274	8.01042	0.111386	35.7	58.1
chr32	1	40225481	27802	2809356	6.98402	0.0971398	35.7	56.5
chr33	1	32139216	24710	2499209	7.7762	0.10793	35.6	57.7
chr34	1	42397973	36535	3688216	8.69904	0.121582	35.7	58
chr35	1	28051305	26761	2593628	9.24602	0.134681	35.6	54.2
chr36	1	31223415	24073	2456437	7.86729	0.108793	35.7	58.5
chr37	1	30785915	25212	2555449	8.30071	0.115327	35.6	58.6
chr38	1	24803098	21191	2134196	8.60455	0.120113	35.6	57.8
chrX	1	124992030	108173	10950095	8.76063	0.122219	35.7	55.8
