#rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
chr1	1	123556469	431924	36663211	29.6732	0.493229	35.7	57.9
chr2	1	84979418	323376	26869542	31.6189	0.536373	35.6	58.1
chr3	1	92479059	290111	25003797	27.0373	0.441935	35.7	58.1
chr4	1	89535178	285414	24356818	27.2036	0.449338	35.7	57.4
chr5	1	89562946	363157	29904196	33.389	0.572503	35.7	58.5
chr6	1	78113029	290200	24097412	30.8494	0.524032	35.7	57.8
chr7	1	81081596	271941	22946177	28.3001	0.469544	35.5	57.3
chr8	1	76405709	248027	21253896	27.8172	0.457678	35.7	57.4
chr9	1	61171909	289208	23085761	37.7392	0.667429	35.7	58.2
chr10	1	70643054	267392	22395441	31.7023	0.534155	35.7	58.5
chr11	1	74805798	237066	20500901	27.4055	0.446969	35.6	57.4
chr12	1	72970719	213281	18634615	25.5371	0.411554	35.6	58.3
chr13	1	64299765	197706	16930964	26.3313	0.4331	35.7	57.7
chr14	1	61112200	174434	15411950	25.2191	0.402465	35.7	58
chr15	1	64676183	209797	17998482	27.8286	0.457341	35.6	58.2
chr16	1	60362399	199019	16960764	28.0982	0.464872	35.7	57.6
chr17	1	65088165	228223	19154990	29.4293	0.494572	35.7	57.1
chr18	1	56472973	221688	18101165	32.0528	0.554183	35.7	57.9
chr19	1	55516201	152273	13466749	24.2573	0.386541	35.6	57.5
chr20	1	58627490	235885	19464745	33.2007	0.568539	35.7	58.7
chr21	1	51742555	161498	14047427	27.1487	0.440014	35.7	57.6
chr22	1	61573679	166141	14735614	23.9317	0.380764	35.7	58.4
chr23	1	53134997	160392	14014478	26.3752	0.425326	35.7	58.3
chr24	1	48566227	195512	16161646	33.2775	0.568853	35.7	58.5
chr25	1	51730745	174451	14891585	28.7867	0.475889	35.6	58.3
chr26	1	39257614	169196	13799859	35.1521	0.609307	35.7	57.2
chr27	1	46662488	148316	12691081	27.1976	0.447246	35.6	57.3
chr28	1	41733330	160892	13489217	32.3224	0.544423	35.7	58.4
chr29	1	42517134	114697	10191543	23.9704	0.379629	35.6	57.6
chr30	1	40643782	141890	12036078	29.6136	0.492363	35.6	58.5
chr31	1	39901454	121824	10437654	26.1586	0.430014	35.7	58.1
chr32	1	40225481	105553	9344793	23.231	0.36964	35.7	56.6
chr33	1	32139216	93844	8192317	25.4901	0.410279	35.6	57.6
chr34	1	42397973	138389	11810790	27.857	0.461354	35.7	58
chr35	1	28051305	101551	8151055	29.0577	0.511412	35.7	54.2
chr36	1	31223415	90510	8001359	25.6261	0.408078	35.7	58.4
chr37	1	30785915	96759	8384161	27.2338	0.442826	35.7	58.7
chr38	1	24803098	80845	6869220	27.695	0.45861	35.6	57.8
chrX	1	124992030	411646	35503498	28.4046	0.465127	35.7	55.8
