#rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
chr1	1	123556469	250336	23428702	18.9619	0.285988	35.7	57.9
chr2	1	84979418	187166	17256463	20.3066	0.310507	35.6	58.1
chr3	1	92479059	168006	15861697	17.1517	0.256048	35.7	58
chr4	1	89535178	164777	15407169	17.208	0.259612	35.7	57.4
chr5	1	89562946	210593	19329371	21.5819	0.331912	35.7	58.6
chr6	1	78113029	167664	15446032	19.774	0.30273	35.7	57.8
chr7	1	81081596	158009	14599015	18.0053	0.272762	35.6	57.3
chr8	1	76405709	143544	13499560	17.6683	0.264953	35.7	57.4
chr9	1	61171909	166956	15096463	24.6788	0.385567	35.7	58.3
chr10	1	70643054	154696	14401589	20.3864	0.309311	35.7	58.5
chr11	1	74805798	137526	13022988	17.4091	0.259428	35.6	57.3
chr12	1	72970719	123350	11735969	16.0831	0.23811	35.6	58.3
chr13	1	64299765	114339	10730602	16.6884	0.250489	35.7	57.7
chr14	1	61112200	100890	9666103	15.817	0.232843	35.7	58.1
chr15	1	64676183	121495	11413959	17.6479	0.264775	35.6	58.2
chr16	1	60362399	115386	10818572	17.9227	0.269509	35.7	57.6
chr17	1	65088165	132491	12226062	18.7838	0.286821	35.7	57.1
chr18	1	56472973	127938	11669554	20.664	0.319795	35.7	57.9
chr19	1	55516201	88475	8459290	15.2375	0.224626	35.6	57.5
chr20	1	58627490	136621	12579519	21.4567	0.32928	35.7	58.7
chr21	1	51742555	93847	8922641	17.2443	0.255795	35.7	57.6
chr22	1	61573679	96607	9264253	15.0458	0.221367	35.7	58.4
chr23	1	53134997	92449	8787015	16.5372	0.245086	35.7	58.3
chr24	1	48566227	113980	10519823	21.6608	0.331851	35.7	58.5
chr25	1	51730745	100702	9462929	18.2927	0.274829	35.7	58.3
chr26	1	39257614	97716	8914647	22.7081	0.352015	35.7	57.1
chr27	1	46662488	85832	8067459	17.289	0.259017	35.6	57.3
chr28	1	41733330	93524	8689475	20.8214	0.316392	35.7	58.3
chr29	1	42517134	66483	6378965	15.0033	0.220078	35.6	57.6
chr30	1	40643782	82072	7663914	18.8563	0.284588	35.6	58.5
chr31	1	39901454	70290	6603169	16.5487	0.247948	35.7	58.1
chr32	1	40225481	61516	5864548	14.5792	0.215247	35.7	56.6
chr33	1	32139216	54322	5143934	16.0052	0.237321	35.6	57.7
chr34	1	42397973	79902	7491806	17.6702	0.266235	35.7	58
chr35	1	28051305	58711	5211397	18.5781	0.295539	35.7	54.1
chr36	1	31223415	52677	5059565	16.2044	0.237975	35.7	58.4
chr37	1	30785915	55794	5282821	17.1599	0.255272	35.7	58.7
chr38	1	24803098	46654	4361114	17.5829	0.264297	35.6	57.7
chrX	1	124992030	237699	22416398	17.9343	0.26849	35.7	55.8
