#rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
chr1	1	123556469	680911	51133943	41.3851	0.777473	35.7	57.9
chr2	1	84979418	510431	37228138	43.8084	0.846798	35.6	58
chr3	1	92479059	459524	35299642	38.1704	0.700085	35.7	58.1
chr4	1	89535178	451047	34348785	38.3635	0.710112	35.7	57.4
chr5	1	89562946	573880	41188653	45.9885	0.904792	35.7	58.5
chr6	1	78113029	458636	33494740	42.8798	0.828024	35.7	57.8
chr7	1	81081596	428774	32182465	39.6915	0.74036	35.5	57.3
chr8	1	76405709	392178	29925469	39.1665	0.723983	35.7	57.4
chr9	1	61171909	456278	31239982	51.0692	1.05285	35.7	58.2
chr10	1	70643054	422312	31039119	43.938	0.843378	35.7	58.5
chr11	1	74805798	374244	28900003	38.6334	0.705582	35.7	57.3
chr12	1	72970719	338340	26547358	36.3808	0.653045	35.6	58.3
chr13	1	64299765	312314	23851232	37.0938	0.68431	35.7	57.7
chr14	1	61112200	274877	21869010	35.785	0.634047	35.7	58
chr15	1	64676183	330674	25283307	39.0921	0.720609	35.6	58.2
chr16	1	60362399	315029	23859055	39.5264	0.736061	35.7	57.5
chr17	1	65088165	361303	26835974	41.2302	0.783308	35.7	57.1
chr18	1	56472973	350092	24882431	44.0608	0.875025	35.7	57.9
chr19	1	55516201	240499	19203795	34.5913	0.610563	35.6	57.6
chr20	1	58627490	372426	26709921	45.5587	0.89741	35.7	58.7
chr21	1	51742555	255236	19832427	38.329	0.695578	35.7	57.5
chr22	1	61573679	262968	21115296	34.2927	0.602899	35.7	58.4
chr23	1	53134997	252852	19853477	37.3642	0.670813	35.7	58.3
chr24	1	48566227	308836	22274398	45.864	0.898451	35.7	58.5
chr25	1	51730745	275412	20805447	40.2187	0.75104	35.7	58.3
chr26	1	39257614	267329	18921177	48.1975	0.962601	35.7	57.2
chr27	1	46662488	234661	17897796	38.3559	0.707849	35.6	57.3
chr28	1	41733330	254089	18675304	44.7491	0.859589	35.7	58.4
chr29	1	42517134	181656	14638993	34.4308	0.600989	35.6	57.6
chr30	1	40643782	223395	16840908	41.4354	0.775327	35.6	58.5
chr31	1	39901454	192193	14651927	36.7203	0.678603	35.7	58.1
chr32	1	40225481	167026	13433172	33.3947	0.584541	35.7	56.6
chr33	1	32139216	147966	11629120	36.1836	0.646866	35.6	57.6
chr34	1	42397973	217405	16539536	39.0102	0.724474	35.7	58
chr35	1	28051305	159810	11374585	40.5492	0.804849	35.7	54.1
chr36	1	31223415	142584	11376192	36.4348	0.643152	35.6	58.5
chr37	1	30785915	153268	11839902	38.4588	0.701675	35.6	58.8
chr38	1	24803098	128172	9649589	38.9048	0.727447	35.6	57.9
chrX	1	124992030	649673	50021144	40.0195	0.734276	35.7	55.8
