#rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
chr1	1	123556469	545037	43689206	35.3597	0.622384	35.7	57.9
chr2	1	84979418	408324	31925104	37.568	0.677441	35.6	58
chr3	1	92479059	367202	30010426	32.4511	0.559445	35.7	58.1
chr4	1	89535178	360772	29218210	32.6332	0.568062	35.7	57.4
chr5	1	89562946	458950	35491741	39.6277	0.723588	35.7	58.5
chr6	1	78113029	367137	28723709	36.772	0.662879	35.7	57.8
chr7	1	81081596	342817	27394390	33.7862	0.591793	35.5	57.3
chr8	1	76405709	313610	25448642	33.3073	0.578867	35.7	57.4
chr9	1	61171909	365284	27142574	44.371	0.842717	35.7	58.2
chr10	1	70643054	337712	26600419	37.6547	0.674359	35.7	58.5
chr11	1	74805798	299647	24570244	32.8454	0.564864	35.7	57.3
chr12	1	72970719	269868	22448134	30.7632	0.520894	35.6	58.3
chr13	1	64299765	249776	20279375	31.5388	0.547311	35.7	57.7
chr14	1	61112200	219951	18478870	30.2376	0.507416	35.7	58
chr15	1	64676183	264856	21520265	33.2739	0.577405	35.6	58.2
chr16	1	60362399	251455	20301885	33.6333	0.587476	35.7	57.5
chr17	1	65088165	289218	22909875	35.1982	0.626835	35.7	57.1
chr18	1	56472973	280416	21439069	37.9634	0.701065	35.7	57.9
chr19	1	55516201	192078	16207857	29.1948	0.487612	35.6	57.6
chr20	1	58627490	298047	23037233	39.2943	0.718136	35.7	58.7
chr21	1	51742555	204179	16851579	32.5681	0.556401	35.7	57.5
chr22	1	61573679	209969	17783562	28.8818	0.481316	35.7	58.4
chr23	1	53134997	202253	16821421	31.6579	0.536297	35.7	58.3
chr24	1	48566227	246882	19140461	39.4111	0.718265	35.7	58.5
chr25	1	51730745	220253	17760426	34.3324	0.600938	35.6	58.3
chr26	1	39257614	213450	16289159	41.493	0.768573	35.7	57.2
chr27	1	46662488	187454	15211681	32.5994	0.565458	35.6	57.3
chr28	1	41733330	203159	16025028	38.3986	0.687227	35.7	58.3
chr29	1	42517134	145164	12328530	28.9966	0.480251	35.6	57.6
chr30	1	40643782	179086	14378104	35.3759	0.621395	35.6	58.5
chr31	1	39901454	153853	12489815	31.3017	0.543284	35.7	58.1
chr32	1	40225481	133860	11323462	28.15	0.468567	35.7	56.6
chr33	1	32139216	118485	9849201	30.6454	0.518026	35.6	57.6
chr34	1	42397973	174477	14105884	33.2702	0.581583	35.7	58
chr35	1	28051305	128084	9712812	34.6252	0.645042	35.7	54.1
chr36	1	31223415	114157	9641813	30.8801	0.514893	35.6	58.4
chr37	1	30785915	122332	10050276	32.6457	0.560044	35.6	58.7
chr38	1	24803098	102271	8219032	33.1371	0.580467	35.6	57.8
chrX	1	124992030	519924	42531539	34.0274	0.587581	35.7	55.8
