#rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
chr1	1	123556469	725859	53381667	43.2043	0.828779	35.7	57.9
chr2	1	84979418	544592	38844923	45.711	0.903589	35.6	58
chr3	1	92479059	489940	36898446	39.8992	0.746417	35.7	58.1
chr4	1	89535178	480762	35908783	40.1058	0.756823	35.7	57.4
chr5	1	89562946	612073	42911158	47.9117	0.965	35.7	58.5
chr6	1	78113029	489228	34932463	44.7204	0.883333	35.7	57.8
chr7	1	81081596	457386	33637038	41.4854	0.789733	35.5	57.3
chr8	1	76405709	418516	31291106	40.9539	0.772681	35.7	57.4
chr9	1	61171909	486456	32459028	53.062	1.12263	35.7	58.2
chr10	1	70643054	450659	32384227	45.8421	0.899996	35.7	58.5
chr11	1	74805798	399495	30242128	40.4275	0.753195	35.7	57.3
chr12	1	72970719	360597	27771849	38.0589	0.695989	35.6	58.3
chr13	1	64299765	332739	24931954	38.7746	0.728994	35.7	57.7
chr14	1	61112200	293234	22914825	37.4963	0.6765	35.7	58
chr15	1	64676183	352914	26443878	40.8866	0.769093	35.6	58.2
chr16	1	60362399	335745	24920756	41.2852	0.784424	35.7	57.5
chr17	1	65088165	385440	28024426	43.0561	0.83578	35.7	57.1
chr18	1	56472973	373639	25947724	45.9472	0.933843	35.7	57.9
chr19	1	55516201	256506	20113728	36.2304	0.651213	35.6	57.6
chr20	1	58627490	397176	27815427	47.4443	0.957112	35.7	58.7
chr21	1	51742555	271883	20737137	40.0775	0.740979	35.7	57.5
chr22	1	61573679	280338	22129801	35.9404	0.642668	35.7	58.4
chr23	1	53134997	269559	20792829	39.1321	0.715225	35.7	58.3
chr24	1	48566227	329515	23215293	47.8013	0.95865	35.7	58.5
chr25	1	51730745	293824	21747538	42.0399	0.801374	35.7	58.3
chr26	1	39257614	285166	19711372	50.2103	1.02689	35.7	57.2
chr27	1	46662488	250390	18725154	40.1289	0.75521	35.6	57.3
chr28	1	41733330	271058	19462394	46.6351	0.916967	35.7	58.4
chr29	1	42517134	193692	15346378	36.0946	0.640919	35.6	57.6
chr30	1	40643782	238051	17581181	43.2568	0.826146	35.6	58.5
chr31	1	39901454	205037	15327265	38.4128	0.723886	35.7	58.1
chr32	1	40225481	178427	14118995	35.0996	0.624415	35.7	56.6
chr33	1	32139216	158033	12183329	37.908	0.690901	35.6	57.6
chr34	1	42397973	231857	17284730	40.7678	0.772522	35.7	58
chr35	1	28051305	170697	11894721	42.4034	0.859624	35.7	54.2
chr36	1	31223415	152370	11934376	38.2225	0.687234	35.6	58.5
chr37	1	30785915	163393	12376591	40.2021	0.748215	35.6	58.8
chr38	1	24803098	136695	10074341	40.6173	0.775838	35.6	57.9
chrX	1	124992030	693078	52315752	41.8553	0.783305	35.7	55.8
