#rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
chr1	1	123556469	45713	4813406	3.89571	0.0521706	35.7	57.8
chr2	1	84979418	34042	3586770	4.22075	0.0565601	35.7	58.1
chr3	1	92479059	30805	3256203	3.52102	0.0469338	35.7	58
chr4	1	89535178	29786	3104030	3.46683	0.0468618	35.7	57.3
chr5	1	89562946	38177	4021041	4.48963	0.0602206	35.7	58.7
chr6	1	78113029	30506	3213355	4.11372	0.0551104	35.7	57.9
chr7	1	81081596	28835	2989482	3.687	0.0497634	35.6	57.4
chr8	1	76405709	26153	2756686	3.60796	0.0482627	35.7	57.3
chr9	1	61171909	30539	3218862	5.26199	0.0705312	35.7	58.3
chr10	1	70643054	28043	2957455	4.18648	0.0560358	35.7	58.5
chr11	1	74805798	25101	2637994	3.52646	0.0472919	35.7	57.3
chr12	1	72970719	22386	2346430	3.21558	0.0432063	35.6	58.3
chr13	1	64299765	21160	2214320	3.44375	0.0462548	35.7	57.5
chr14	1	61112200	18574	1943511	3.18023	0.0428117	35.7	57.9
chr15	1	64676183	21868	2299263	3.55504	0.0476241	35.7	58.3
chr16	1	60362399	21110	2220656	3.67887	0.0492823	35.7	57.6
chr17	1	65088165	24224	2518041	3.86866	0.0523882	35.7	57.1
chr18	1	56472973	23634	2472917	4.37894	0.0591531	35.6	58
chr19	1	55516201	16189	1706092	3.07314	0.0411166	35.6	57.6
chr20	1	58627490	24790	2610319	4.45238	0.0597006	35.7	58.6
chr21	1	51742555	17018	1798128	3.47514	0.0464207	35.7	57.6
chr22	1	61573679	17378	1833334	2.97746	0.0397489	35.7	58.2
chr23	1	53134997	16703	1754415	3.30181	0.0441889	35.7	58.4
chr24	1	48566227	20697	2191713	4.51283	0.060365	35.7	58.4
chr25	1	51730745	18599	1962593	3.79386	0.0508175	35.6	58.4
chr26	1	39257614	17745	1860136	4.73828	0.0638573	35.7	57
chr27	1	46662488	15685	1654112	3.54484	0.0473955	35.6	57.2
chr28	1	41733330	16688	1760212	4.21776	0.0564762	35.7	58.4
chr29	1	42517134	12017	1261965	2.96813	0.0397801	35.7	57.5
chr30	1	40643782	15420	1616255	3.97664	0.0533881	35.6	58.4
chr31	1	39901454	12557	1318996	3.30563	0.0442012	35.7	58
chr32	1	40225481	11115	1155138	2.87166	0.038834	35.7	56.5
chr33	1	32139216	9846	1024165	3.18665	0.0428267	35.6	57.6
chr34	1	42397973	14691	1540857	3.63427	0.0487873	35.6	58
chr35	1	28051305	10691	1092468	3.89454	0.0537862	35.6	53.9
chr36	1	31223415	9443	993643	3.18236	0.0426889	35.7	58.3
chr37	1	30785915	10076	1064114	3.4565	0.0461611	35.6	58.6
chr38	1	24803098	8447	888408	3.58184	0.0478816	35.7	58
chrX	1	124992030	43670	4596465	3.67741	0.0493342	35.7	55.6
