#rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
chr1	1	123556469	68487	7119513	5.76215	0.0782279	35.7	57.9
chr2	1	84979418	50889	5282208	6.21587	0.0845088	35.6	58
chr3	1	92479059	45953	4789521	5.17903	0.0700076	35.7	57.9
chr4	1	89535178	44925	4636101	5.17797	0.0707477	35.7	57.4
chr5	1	89562946	57409	5953288	6.64704	0.0905974	35.7	58.7
chr6	1	78113029	45730	4734293	6.06082	0.0826092	35.7	57.8
chr7	1	81081596	43190	4419579	5.45078	0.0745537	35.6	57.4
chr8	1	76405709	39419	4090997	5.35431	0.0727916	35.7	57.3
chr9	1	61171909	45505	4709949	7.69953	0.105122	35.7	58.3
chr10	1	70643054	41624	4334275	6.13546	0.0832209	35.7	58.6
chr11	1	74805798	37612	3906413	5.22207	0.0709567	35.6	57.3
chr12	1	72970719	33805	3507864	4.80722	0.0652566	35.6	58.3
chr13	1	64299765	31592	3269284	5.08444	0.0691859	35.7	57.6
chr14	1	61112200	27613	2867386	4.692	0.0636941	35.7	58
chr15	1	64676183	32754	3406506	5.26702	0.0713784	35.6	58.2
chr16	1	60362399	31573	3273033	5.4223	0.0736861	35.7	57.6
chr17	1	65088165	36256	3714001	5.70611	0.0784387	35.7	57.1
chr18	1	56472973	35301	3633317	6.43373	0.088302	35.7	58
chr19	1	55516201	24332	2533263	4.56311	0.0618257	35.6	57.7
chr20	1	58627490	37001	3849650	6.56629	0.0891839	35.7	58.6
chr21	1	51742555	25509	2660818	5.14242	0.0695909	35.7	57.6
chr22	1	61573679	26155	2731056	4.43543	0.0598346	35.7	58.3
chr23	1	53134997	25123	2613653	4.91889	0.0665113	35.7	58.4
chr24	1	48566227	31119	3238901	6.66904	0.0907311	35.7	58.4
chr25	1	51730745	27513	2861731	5.53197	0.0752323	35.6	58.4
chr26	1	39257614	26560	2747355	6.99827	0.0955916	35.7	56.9
chr27	1	46662488	23486	2436954	5.22251	0.0708513	35.6	57.2
chr28	1	41733330	25440	2636995	6.31868	0.0859795	35.7	58.3
chr29	1	42517134	18076	1880107	4.422	0.0598204	35.6	57.5
chr30	1	40643782	22845	2366587	5.82275	0.0791231	35.6	58.5
chr31	1	39901454	18880	1961658	4.91626	0.0665774	35.7	58.1
chr32	1	40225481	16735	1718376	4.27186	0.0583906	35.6	56.5
chr33	1	32139216	14800	1528014	4.75436	0.0645594	35.6	57.7
chr34	1	42397973	22035	2279895	5.37737	0.0732509	35.7	58
chr35	1	28051305	16090	1617821	5.76736	0.0810575	35.7	54.2
chr36	1	31223415	14394	1501766	4.80974	0.0650287	35.7	58.4
chr37	1	30785915	15033	1573160	5.11	0.06891	35.6	58.6
chr38	1	24803098	12711	1319434	5.31963	0.0720243	35.6	58
chrX	1	124992030	65163	6768881	5.41545	0.0735817	35.7	55.7
