#rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
chr1	1	123556469	273166	25228575	20.4187	0.312051	35.7	57.9
chr2	1	84979418	204190	18571837	21.8545	0.338794	35.6	58.1
chr3	1	92479059	183307	17096348	18.4867	0.27926	35.7	58.1
chr4	1	89535178	179830	16610013	18.5514	0.283315	35.7	57.4
chr5	1	89562946	229463	20778748	23.2002	0.361632	35.7	58.6
chr6	1	78113029	182892	16615994	21.2717	0.330285	35.7	57.8
chr7	1	81081596	172312	15729325	19.3994	0.297457	35.6	57.3
chr8	1	76405709	156573	14553072	19.0471	0.289035	35.7	57.4
chr9	1	61171909	182417	16235752	26.5412	0.421307	35.7	58.3
chr10	1	70643054	168963	15515485	21.9632	0.337743	35.7	58.5
chr11	1	74805798	149901	14025353	18.749	0.282733	35.6	57.3
chr12	1	72970719	134589	12676748	17.3724	0.2598	35.6	58.3
chr13	1	64299765	124953	11582716	18.0136	0.273703	35.7	57.7
chr14	1	61112200	110002	10428239	17.0641	0.253879	35.7	58.1
chr15	1	64676183	132548	12312344	19.0369	0.288879	35.6	58.2
chr16	1	60362399	125812	11649831	19.2998	0.29377	35.7	57.6
chr17	1	65088165	144409	13157823	20.2154	0.31268	35.7	57.1
chr18	1	56472973	139613	12551595	22.2258	0.349037	35.7	57.9
chr19	1	55516201	96420	9125868	16.4382	0.24484	35.6	57.6
chr20	1	58627490	148984	13531680	23.0808	0.359069	35.7	58.7
chr21	1	51742555	102205	9614435	18.5813	0.278535	35.7	57.6
chr22	1	61573679	105371	10001221	16.2427	0.241551	35.7	58.4
chr23	1	53134997	100910	9492962	17.8657	0.267563	35.7	58.3
chr24	1	48566227	123951	11282793	23.2318	0.360877	35.7	58.5
chr25	1	51730745	110226	10226287	19.7683	0.300725	35.7	58.3
chr26	1	39257614	106454	9579185	24.4008	0.38346	35.7	57.1
chr27	1	46662488	93688	8691386	18.6261	0.282582	35.6	57.3
chr28	1	41733330	101800	9336992	22.373	0.344383	35.7	58.3
chr29	1	42517134	72301	6879020	16.1794	0.239384	35.6	57.6
chr30	1	40643782	89639	8269798	20.347	0.310913	35.7	58.5
chr31	1	39901454	76879	7134058	17.8792	0.271211	35.7	58.1
chr32	1	40225481	66975	6325116	15.7242	0.23438	35.7	56.6
chr33	1	32139216	59246	5549662	17.2676	0.258902	35.6	57.7
chr34	1	42397973	87131	8068195	19.0297	0.290347	35.7	57.9
chr35	1	28051305	63982	5608568	19.994	0.322172	35.7	54.2
chr36	1	31223415	57490	5460783	17.4894	0.259572	35.7	58.4
chr37	1	30785915	60873	5701854	18.521	0.278462	35.7	58.7
chr38	1	24803098	50843	4694930	18.9288	0.288036	35.6	57.8
chrX	1	124992030	259389	24177383	19.3431	0.293031	35.7	55.8
