#rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
chr1	1	123556469	522125	42320578	34.252	0.596219	35.7	57.9
chr2	1	84979418	391417	30962338	36.4351	0.649331	35.6	58
chr3	1	92479059	351919	29053196	31.416	0.536154	35.7	58.1
chr4	1	89535178	345658	28270292	31.5745	0.544253	35.7	57.4
chr5	1	89562946	439891	34450496	38.4651	0.693508	35.7	58.5
chr6	1	78113029	351867	27852503	35.6567	0.63529	35.7	57.8
chr7	1	81081596	328457	26518806	32.7063	0.566995	35.5	57.3
chr8	1	76405709	300552	24661524	32.2771	0.554734	35.7	57.4
chr9	1	61171909	349965	26386786	43.1355	0.807386	35.7	58.2
chr10	1	70643054	323684	25815395	36.5434	0.646403	35.7	58.5
chr11	1	74805798	287092	23788181	31.7999	0.541173	35.7	57.3
chr12	1	72970719	258639	21719003	29.764	0.499174	35.6	58.3
chr13	1	64299765	239287	19623635	30.519	0.524292	35.7	57.7
chr14	1	61112200	210899	17890151	29.2743	0.486553	35.7	58
chr15	1	64676183	253692	20836915	32.2173	0.553068	35.6	58.2
chr16	1	60362399	240984	19668532	32.5841	0.562944	35.7	57.5
chr17	1	65088165	276942	22182879	34.0813	0.600188	35.7	57.1
chr18	1	56472973	268629	20815268	36.8588	0.671606	35.7	57.9
chr19	1	55516201	184032	15670087	28.2262	0.467308	35.6	57.6
chr20	1	58627490	285802	22373045	38.1614	0.688654	35.7	58.7
chr21	1	51742555	195791	16327212	31.5547	0.5335	35.7	57.5
chr22	1	61573679	201381	17214432	27.9575	0.46162	35.7	58.4
chr23	1	53134997	193963	16290183	30.6581	0.514354	35.7	58.3
chr24	1	48566227	236513	18574680	38.2461	0.688092	35.7	58.5
chr25	1	51730745	210983	17209359	33.2672	0.575576	35.6	58.3
chr26	1	39257614	204508	15811721	40.2768	0.736432	35.7	57.2
chr27	1	46662488	179733	14731243	31.5698	0.542158	35.6	57.3
chr28	1	41733330	194736	15546423	37.2518	0.658817	35.7	58.3
chr29	1	42517134	139097	11919448	28.0345	0.460247	35.6	57.6
chr30	1	40643782	171805	13939295	34.2963	0.596121	35.6	58.5
chr31	1	39901454	147459	12098418	30.3207	0.520617	35.7	58.1
chr32	1	40225481	128202	10941301	27.1999	0.448847	35.6	56.6
chr33	1	32139216	113441	9519296	29.6189	0.495968	35.6	57.6
chr34	1	42397973	167177	13650049	32.1951	0.557246	35.7	58
chr35	1	28051305	122768	9414781	33.5627	0.618349	35.7	54.1
chr36	1	31223415	109337	9323289	29.8599	0.49317	35.6	58.5
chr37	1	30785915	117080	9713890	31.553	0.535988	35.6	58.7
chr38	1	24803098	97977	7962612	32.1033	0.556015	35.6	57.8
chrX	1	124992030	498234	41196306	32.9591	0.563029	35.7	55.8
