#rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
chr1	1	123556469	295892	26996251	21.8493	0.338011	35.7	57.9
chr2	1	84979418	221161	19846729	23.3547	0.366912	35.6	58.1
chr3	1	92479059	198695	18307831	19.7967	0.302711	35.7	58.1
chr4	1	89535178	194843	17802350	19.8831	0.306948	35.7	57.4
chr5	1	89562946	248692	22212605	24.8011	0.391861	35.7	58.6
chr6	1	78113029	198305	17773242	22.7532	0.358097	35.7	57.8
chr7	1	81081596	186745	16861519	20.7957	0.322447	35.6	57.3
chr8	1	76405709	169816	15592903	20.408	0.31348	35.7	57.5
chr9	1	61171909	197431	17284346	28.2554	0.455864	35.7	58.3
chr10	1	70643054	183328	16607795	23.5095	0.36637	35.7	58.5
chr11	1	74805798	162503	15033198	20.0963	0.306491	35.6	57.3
chr12	1	72970719	145726	13559320	18.5819	0.281257	35.6	58.3
chr13	1	64299765	135366	12407690	19.2966	0.296539	35.7	57.7
chr14	1	61112200	119260	11185814	18.3037	0.275204	35.7	58.1
chr15	1	64676183	143619	13190333	20.3944	0.312966	35.6	58.2
chr16	1	60362399	136344	12464014	20.6486	0.318403	35.7	57.6
chr17	1	65088165	156211	14076071	21.6262	0.338241	35.7	57.1
chr18	1	56472973	151515	13422965	23.7688	0.378857	35.7	57.9
chr19	1	55516201	104521	9792310	17.6387	0.265428	35.6	57.5
chr20	1	58627490	161269	14435870	24.623	0.388639	35.7	58.7
chr21	1	51742555	110772	10298612	19.9036	0.301871	35.7	57.6
chr22	1	61573679	114081	10723293	17.4154	0.261531	35.7	58.4
chr23	1	53134997	109379	10168493	19.1371	0.289984	35.7	58.3
chr24	1	48566227	134081	12042154	24.7953	0.390372	35.7	58.5
chr25	1	51730745	119524	10952782	21.1727	0.326171	35.7	58.3
chr26	1	39257614	115427	10233039	26.0664	0.415728	35.7	57.1
chr27	1	46662488	101451	9300767	19.932	0.305913	35.6	57.3
chr28	1	41733330	110204	9974017	23.8994	0.372843	35.7	58.3
chr29	1	42517134	78321	7382215	17.3629	0.259351	35.6	57.6
chr30	1	40643782	96863	8832637	21.7318	0.336009	35.6	58.5
chr31	1	39901454	83253	7632905	19.1294	0.293679	35.7	58.1
chr32	1	40225481	72491	6783946	16.8648	0.25373	35.7	56.6
chr33	1	32139216	64225	5956459	18.5333	0.280666	35.6	57.7
chr34	1	42397973	94512	8653573	20.4103	0.314952	35.7	58
chr35	1	28051305	69340	6002833	21.3995	0.349208	35.7	54.2
chr36	1	31223415	62193	5844811	18.7193	0.280789	35.7	58.4
chr37	1	30785915	66144	6120554	19.881	0.302598	35.7	58.7
chr38	1	24803098	55090	5027818	20.2709	0.312272	35.6	57.8
chrX	1	124992030	281372	25934452	20.7489	0.317917	35.7	55.8
