#rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
chr1	1	123556469	318518	28708954	23.2355	0.363806	35.7	57.9
chr2	1	84979418	238100	21089210	24.8168	0.394994	35.6	58.1
chr3	1	92479059	213900	19475902	21.0598	0.32584	35.7	58.1
chr4	1	89535178	209870	18952364	21.1675	0.330551	35.7	57.4
chr5	1	89562946	267706	23581688	26.3297	0.421795	35.7	58.6
chr6	1	78113029	213714	18893139	24.1869	0.385892	35.7	57.8
chr7	1	81081596	200920	17925461	22.1079	0.346984	35.5	57.3
chr8	1	76405709	182902	16605777	21.7337	0.337626	35.7	57.5
chr9	1	61171909	212601	18329197	29.9634	0.490763	35.7	58.3
chr10	1	70643054	197317	17632997	24.9607	0.394342	35.7	58.5
chr11	1	74805798	174997	16006828	21.3978	0.330023	35.6	57.3
chr12	1	72970719	156886	14438892	19.7872	0.302752	35.6	58.3
chr13	1	64299765	145418	13175691	20.491	0.318578	35.7	57.7
chr14	1	61112200	128359	11918393	19.5025	0.296198	35.7	58.1
chr15	1	64676183	154781	14044765	21.7155	0.337233	35.6	58.2
chr16	1	60362399	146784	13253549	21.9566	0.342853	35.7	57.6
chr17	1	65088165	168084	14978957	23.0133	0.364156	35.7	57.1
chr18	1	56472973	163095	14240397	25.2163	0.407784	35.7	57.9
chr19	1	55516201	112329	10424878	18.7781	0.285209	35.6	57.5
chr20	1	58627490	173694	15323581	26.1372	0.41856	35.7	58.7
chr21	1	51742555	119587	10996996	21.2533	0.325892	35.7	57.6
chr22	1	61573679	122674	11421756	18.5497	0.281204	35.7	58.4
chr23	1	53134997	118106	10867924	20.4534	0.313236	35.7	58.4
chr24	1	48566227	144284	12767160	26.2881	0.419991	35.7	58.5
chr25	1	51730745	128675	11648033	22.5167	0.351094	35.6	58.3
chr26	1	39257614	124593	10887585	27.7337	0.448732	35.7	57.1
chr27	1	46662488	109250	9900130	21.2165	0.329522	35.6	57.3
chr28	1	41733330	118684	10601135	25.4021	0.401484	35.7	58.3
chr29	1	42517134	84222	7861500	18.4902	0.278932	35.6	57.6
chr30	1	40643782	104300	9404762	23.1395	0.361821	35.6	58.5
chr31	1	39901454	89683	8133038	20.3828	0.316373	35.7	58.1
chr32	1	40225481	77830	7218991	17.9463	0.272387	35.7	56.6
chr33	1	32139216	69278	6359925	19.7887	0.302814	35.6	57.7
chr34	1	42397973	101859	9208450	21.7191	0.339367	35.7	58
chr35	1	28051305	74717	6389605	22.7783	0.376307	35.7	54.2
chr36	1	31223415	66921	6220951	19.924	0.301897	35.7	58.4
chr37	1	30785915	71059	6502590	21.122	0.325181	35.7	58.7
chr38	1	24803098	59460	5358374	21.6036	0.337136	35.6	57.8
chrX	1	124992030	303089	27629838	22.1053	0.342485	35.7	55.8
