#rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
chr1	1	123556469	205145	19678181	15.9265	0.234291	35.7	57.9
chr2	1	84979418	153071	14534353	17.1034	0.253985	35.6	58.1
chr3	1	92479059	138019	13336197	14.4208	0.210458	35.7	58
chr4	1	89535178	134873	12918177	14.428	0.212505	35.7	57.4
chr5	1	89562946	172332	16299634	18.1991	0.271616	35.7	58.5
chr6	1	78113029	137436	13020695	16.669	0.248177	35.7	57.8
chr7	1	81081596	129135	12227721	15.0808	0.222995	35.6	57.3
chr8	1	76405709	117231	11305346	14.7965	0.216367	35.7	57.4
chr9	1	61171909	136713	12784883	20.8999	0.3157	35.7	58.3
chr10	1	70643054	126021	12049501	17.0569	0.251882	35.7	58.5
chr11	1	74805798	112872	10925483	14.6051	0.212892	35.6	57.3
chr12	1	72970719	100740	9787557	13.413	0.194385	35.6	58.3
chr13	1	64299765	93813	8999627	13.9964	0.205433	35.7	57.7
chr14	1	61112200	82275	8044167	13.1629	0.189813	35.7	58.1
chr15	1	64676183	99460	9566923	14.792	0.216816	35.6	58.2
chr16	1	60362399	94490	9071348	15.0281	0.220655	35.7	57.6
chr17	1	65088165	108456	10255391	15.7562	0.234821	35.7	57.1
chr18	1	56472973	104600	9821952	17.3923	0.261543	35.7	57.9
chr19	1	55516201	72187	7052214	12.703	0.183336	35.6	57.6
chr20	1	58627490	111664	10599789	18.0799	0.269111	35.7	58.7
chr21	1	51742555	76293	7419921	14.3401	0.207954	35.7	57.6
chr22	1	61573679	79027	7736424	12.5645	0.18107	35.7	58.4
chr23	1	53134997	75643	7351461	13.8354	0.20051	35.7	58.3
chr24	1	48566227	93438	8869975	18.2637	0.272126	35.7	58.4
chr25	1	51730745	82439	7944725	15.3578	0.225029	35.7	58.3
chr26	1	39257614	79964	7513192	19.1382	0.28785	35.7	57.1
chr27	1	46662488	70246	6758019	14.4828	0.212159	35.6	57.3
chr28	1	41733330	76269	7282124	17.4492	0.258032	35.7	58.3
chr29	1	42517134	54281	5303226	12.4732	0.179753	35.6	57.6
chr30	1	40643782	67329	6456702	15.8861	0.233418	35.7	58.5
chr31	1	39901454	57386	5517899	13.8288	0.202347	35.7	58.1
chr32	1	40225481	50337	4896826	12.1734	0.176069	35.7	56.6
chr33	1	32139216	44362	4286603	13.3376	0.193733	35.6	57.7
chr34	1	42397973	65277	6282346	14.8176	0.217406	35.7	58
chr35	1	28051305	47816	4349246	15.5046	0.240559	35.7	54.1
chr36	1	31223415	43442	4256683	13.633	0.196289	35.7	58.4
chr37	1	30785915	45899	4449950	14.4545	0.209938	35.6	58.6
chr38	1	24803098	38203	3663648	14.7709	0.216557	35.6	57.8
chrX	1	124992030	194513	18776994	15.0226	0.219673	35.7	55.8
