#rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
chr1	1	123556469	612616	47506384	38.4491	0.699502	35.7	57.9
chr2	1	84979418	459515	34682809	40.8132	0.762293	35.6	58
chr3	1	92479059	413168	32728324	35.39	0.629399	35.7	58.1
chr4	1	89535178	405890	31861377	35.5853	0.639031	35.7	57.4
chr5	1	89562946	516946	38469205	42.9521	0.814964	35.7	58.5
chr6	1	78113029	412905	31216114	39.9627	0.745502	35.7	57.8
chr7	1	81081596	385925	29869386	36.8387	0.666169	35.5	57.3
chr8	1	76405709	352789	27752195	36.3221	0.65127	35.7	57.4
chr9	1	61171909	410768	29280371	47.8657	0.947787	35.7	58.2
chr10	1	70643054	380353	28933158	40.9568	0.759579	35.7	58.5
chr11	1	74805798	337085	26828217	35.8638	0.635545	35.6	57.3
chr12	1	72970719	304189	24573027	33.6752	0.587143	35.6	58.3
chr13	1	64299765	281099	22136342	34.4268	0.615937	35.7	57.7
chr14	1	61112200	247023	20179383	33.0202	0.569754	35.7	58
chr15	1	64676183	297931	23478720	36.302	0.649381	35.6	58.2
chr16	1	60362399	282971	22126521	36.6561	0.661189	35.7	57.5
chr17	1	65088165	325301	24936704	38.3122	0.705135	35.7	57.1
chr18	1	56472973	315417	23216832	41.1114	0.788347	35.7	57.9
chr19	1	55516201	216486	17746393	31.9662	0.549519	35.6	57.6
chr20	1	58627490	335039	24926199	42.5162	0.807311	35.7	58.7
chr21	1	51742555	229458	18375004	35.5124	0.62536	35.7	57.6
chr22	1	61573679	236389	19478415	31.6343	0.54197	35.7	58.4
chr23	1	53134997	227375	18375727	34.5831	0.603111	35.7	58.3
chr24	1	48566227	277889	20766650	42.7594	0.80841	35.7	58.5
chr25	1	51730745	247707	19324078	37.3551	0.675586	35.7	58.3
chr26	1	39257614	240486	17657423	44.9783	0.86616	35.7	57.2
chr27	1	46662488	211162	16603884	35.5829	0.637016	35.6	57.3
chr28	1	41733330	228677	17394824	41.6809	0.773493	35.7	58.3
chr29	1	42517134	163316	13503643	31.7605	0.540225	35.6	57.6
chr30	1	40643782	200929	15634906	38.4681	0.697352	35.6	58.5
chr31	1	39901454	172991	13603706	34.0933	0.610815	35.7	58.1
chr32	1	40225481	150596	12410436	30.8522	0.527026	35.7	56.6
chr33	1	32139216	133373	10773506	33.5214	0.582988	35.6	57.6
chr34	1	42397973	195949	15370590	36.2531	0.653004	35.7	58
chr35	1	28051305	143904	10574845	37.6982	0.724937	35.7	54.1
chr36	1	31223415	128427	10539327	33.7546	0.579434	35.6	58.5
chr37	1	30785915	137889	10979766	35.6649	0.631202	35.6	58.8
chr38	1	24803098	115274	8961741	36.1315	0.654236	35.6	57.8
chrX	1	124992030	584612	46388192	37.1129	0.660685	35.7	55.8
