#rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
chr1	1	123556469	771760	55564545	44.971	0.881096	35.7	57.9
chr2	1	84979418	578855	40381938	47.5197	0.960503	35.6	58
chr3	1	92479059	520401	38449321	41.5762	0.792882	35.7	58.1
chr4	1	89535178	510816	37409077	41.7814	0.804056	35.7	57.4
chr5	1	89562946	649986	44539661	49.73	1.02474	35.7	58.5
chr6	1	78113029	519929	36316978	46.4929	0.938792	35.7	57.8
chr7	1	81081596	486450	35045661	43.2227	0.839804	35.5	57.3
chr8	1	76405709	444679	32586995	42.6499	0.820994	35.7	57.4
chr9	1	61171909	516661	33627042	54.9714	1.19246	35.7	58.3
chr10	1	70643054	479004	33651252	47.6356	0.956701	35.7	58.5
chr11	1	74805798	424891	31554182	42.1815	0.801108	35.7	57.3
chr12	1	72970719	383244	28972071	39.7037	0.739715	35.6	58.3
chr13	1	64299765	353499	25980565	40.4054	0.774418	35.7	57.7
chr14	1	61112200	311490	23907907	39.1213	0.718516	35.7	58
chr15	1	64676183	374989	27564906	42.6199	0.81724	35.6	58.2
chr16	1	60362399	356811	25954870	42.9984	0.833688	35.7	57.5
chr17	1	65088165	409117	29144887	44.7776	0.887108	35.7	57.1
chr18	1	56472973	397183	26946025	47.7149	0.992571	35.7	57.9
chr19	1	55516201	272699	21022411	37.8672	0.692363	35.6	57.6
chr20	1	58627490	422072	28866534	49.2372	1.01715	35.7	58.7
chr21	1	51742555	288768	21612752	41.7698	0.787124	35.7	57.5
chr22	1	61573679	297890	23096800	37.5108	0.682823	35.7	58.4
chr23	1	53134997	286233	21686466	40.8139	0.759466	35.7	58.3
chr24	1	48566227	349883	24088504	49.5993	1.01774	35.7	58.5
chr25	1	51730745	311874	22618493	43.7235	0.850661	35.7	58.3
chr26	1	39257614	302920	20457483	52.1109	1.09079	35.7	57.2
chr27	1	46662488	265896	19514181	41.8198	0.801861	35.6	57.3
chr28	1	41733330	288478	20262609	48.5526	0.975928	35.7	58.4
chr29	1	42517134	205837	16041543	37.7296	0.681237	35.6	57.6
chr30	1	40643782	253329	18310484	45.0511	0.879179	35.6	58.5
chr31	1	39901454	217754	15961061	40.0012	0.768819	35.7	58.1
chr32	1	40225481	189339	14755303	36.6815	0.662569	35.7	56.6
chr33	1	32139216	167906	12718001	39.5716	0.733941	35.6	57.6
chr34	1	42397973	246146	17986153	42.4222	0.820209	35.7	58
chr35	1	28051305	181151	12379264	44.1308	0.912159	35.7	54.2
chr36	1	31223415	161444	12432515	39.8179	0.728177	35.6	58.5
chr37	1	30785915	173719	12903115	41.9124	0.795545	35.6	58.8
chr38	1	24803098	145405	10507495	42.3636	0.825469	35.6	57.9
chrX	1	124992030	736158	54522979	43.6212	0.832062	35.7	55.8
